stationid,sample_date,latitude,longitude,stratum,areaweight,smcshed,County,location,trash_present,type,count,county
SMC03786,6/19/12,32.894218,-116.658443,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,King Creek,0,Fabric Cloth,0,San Diego
SMC03786,6/19/12,32.894218,-116.658443,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,King Creek,0,Glass,0,San Diego
SMC03786,6/19/12,32.894218,-116.658443,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,King Creek,0,Large,0,San Diego
SMC03786,6/19/12,32.894218,-116.658443,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,King Creek,0,Metal,0,San Diego
SMC03786,6/19/12,32.894218,-116.658443,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,King Creek,0,Miscellaneous,0,San Diego
SMC03786,6/19/12,32.894218,-116.658443,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,King Creek,0,Plastic,0,San Diego
SMC03786,6/19/12,32.894218,-116.658443,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,King Creek,0,Toxic,0,San Diego
SMC03929,7/5/12,33.178652,-117.304535,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Biodegradable,2,San Diego
SMC03929,7/5/12,33.178652,-117.304535,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Biohazard,0,San Diego
SMC03929,7/5/12,33.178652,-117.304535,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Construction,3,San Diego
SMC03929,7/5/12,33.178652,-117.304535,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Fabric Cloth,1,San Diego
SMC03929,7/5/12,33.178652,-117.304535,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Glass,0,San Diego
SMC03929,7/5/12,33.178652,-117.304535,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Large,1,San Diego
SMC03929,7/5/12,33.178652,-117.304535,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Metal,6,San Diego
SMC03929,7/5/12,33.178652,-117.304535,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Miscellaneous,3,San Diego
SMC03929,7/5/12,33.178652,-117.304535,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Plastic,70,San Diego
SMC03929,7/5/12,33.178652,-117.304535,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Toxic,1,San Diego
SMC03971,7/11/11,33.675511,-117.827752,Urban,0.92112577,LowerSantaAna,ORANGE,San Joaquin Channel,1,Biodegradable,2,Orange
SMC03971,7/11/11,33.675511,-117.827752,Urban,0.92112577,LowerSantaAna,ORANGE,San Joaquin Channel,1,Biohazard,0,Orange
SMC03971,7/11/11,33.675511,-117.827752,Urban,0.92112577,LowerSantaAna,ORANGE,San Joaquin Channel,1,Construction,0,Orange
SMC03971,7/11/11,33.675511,-117.827752,Urban,0.92112577,LowerSantaAna,ORANGE,San Joaquin Channel,1,Fabric Cloth,0,Orange
SMC03971,7/11/11,33.675511,-117.827752,Urban,0.92112577,LowerSantaAna,ORANGE,San Joaquin Channel,1,Glass,0,Orange
SMC03971,7/11/11,33.675511,-117.827752,Urban,0.92112577,LowerSantaAna,ORANGE,San Joaquin Channel,1,Large,0,Orange
SMC03971,7/11/11,33.675511,-117.827752,Urban,0.92112577,LowerSantaAna,ORANGE,San Joaquin Channel,1,Metal,5,Orange
SMC03971,7/11/11,33.675511,-117.827752,Urban,0.92112577,LowerSantaAna,ORANGE,San Joaquin Channel,1,Miscellaneous,2,Orange
SMC03971,7/11/11,33.675511,-117.827752,Urban,0.92112577,LowerSantaAna,ORANGE,San Joaquin Channel,1,Plastic,16,Orange
SMC03971,7/11/11,33.675511,-117.827752,Urban,0.92112577,LowerSantaAna,ORANGE,San Joaquin Channel,1,Toxic,0,Orange
SMC03984,6/18/12,34.246131,-117.901868,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork - SGRiver,1,Biodegradable,0,Los Angeles
SMC03984,6/18/12,34.246131,-117.901868,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork - SGRiver,1,Biohazard,0,Los Angeles
SMC03984,6/18/12,34.246131,-117.901868,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork - SGRiver,1,Construction,0,Los Angeles
SMC03984,6/18/12,34.246131,-117.901868,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork - SGRiver,1,Fabric Cloth,0,Los Angeles
SMC03984,6/18/12,34.246131,-117.901868,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork - SGRiver,1,Glass,0,Los Angeles
SMC03984,6/18/12,34.246131,-117.901868,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork - SGRiver,1,Large,0,Los Angeles
SMC03984,6/18/12,34.246131,-117.901868,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork - SGRiver,1,Metal,0,Los Angeles
SMC03984,6/18/12,34.246131,-117.901868,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork - SGRiver,1,Miscellaneous,0,Los Angeles
SMC03984,6/18/12,34.246131,-117.901868,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork - SGRiver,1,Plastic,1,Los Angeles
SMC03984,6/18/12,34.246131,-117.901868,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork - SGRiver,1,Toxic,0,Los Angeles
SMC04078,7/11/12,33.997617,-117.72327,Urban,2.55254616,MiddleSantaAna,SAN BERNARDINO,Chino Creek,1,Biodegradable,3,San Bernardino
SMC04078,7/11/12,33.997617,-117.72327,Urban,2.55254616,MiddleSantaAna,SAN BERNARDINO,Chino Creek,1,Biohazard,0,San Bernardino
SMC04078,7/11/12,33.997617,-117.72327,Urban,2.55254616,MiddleSantaAna,SAN BERNARDINO,Chino Creek,1,Construction,0,San Bernardino
SMC04078,7/11/12,33.997617,-117.72327,Urban,2.55254616,MiddleSantaAna,SAN BERNARDINO,Chino Creek,1,Fabric Cloth,0,San Bernardino
SMC04078,7/11/12,33.997617,-117.72327,Urban,2.55254616,MiddleSantaAna,SAN BERNARDINO,Chino Creek,1,Glass,0,San Bernardino
SMC04078,7/11/12,33.997617,-117.72327,Urban,2.55254616,MiddleSantaAna,SAN BERNARDINO,Chino Creek,1,Large,0,San Bernardino
SMC04078,7/11/12,33.997617,-117.72327,Urban,2.55254616,MiddleSantaAna,SAN BERNARDINO,Chino Creek,1,Metal,0,San Bernardino
SMC04078,7/11/12,33.997617,-117.72327,Urban,2.55254616,MiddleSantaAna,SAN BERNARDINO,Chino Creek,1,Miscellaneous,1,San Bernardino
SMC04078,7/11/12,33.997617,-117.72327,Urban,2.55254616,MiddleSantaAna,SAN BERNARDINO,Chino Creek,1,Plastic,41,San Bernardino
SMC04078,7/11/12,33.997617,-117.72327,Urban,2.55254616,MiddleSantaAna,SAN BERNARDINO,Chino Creek,1,Toxic,0,San Bernardino
SMC04121,7/8/12,33.184665,-117.198338,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Biodegradable,0,San Diego
SMC04121,7/8/12,33.184665,-117.198338,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Biohazard,0,San Diego
SMC04121,7/8/12,33.184665,-117.198338,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Construction,0,San Diego
SMC04121,7/8/12,33.184665,-117.198338,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Fabric Cloth,0,San Diego
SMC04121,7/8/12,33.184665,-117.198338,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Glass,1,San Diego
SMC04121,7/8/12,33.184665,-117.198338,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Large,0,San Diego
SMC04121,7/8/12,33.184665,-117.198338,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Metal,1,San Diego
SMC04121,7/8/12,33.184665,-117.198338,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Miscellaneous,0,San Diego
SMC04121,7/8/12,33.184665,-117.198338,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Plastic,0,San Diego
SMC04121,7/8/12,33.184665,-117.198338,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Bue Vista Creek,1,Toxic,0,San Diego
SMC04134,7/26/11,32.828743,-117.05243,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,San Diego River,0,None,0,San Diego
SMC04134,7/26/11,32.828743,-117.05243,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,San Diego River,0,Biodegradable,0,San Diego
SMC04134,7/26/11,32.828743,-117.05243,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,San Diego River,0,Biohazard,0,San Diego
SMC04134,7/26/11,32.828743,-117.05243,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,San Diego River,0,Construction,0,San Diego
SMC04134,7/26/11,32.828743,-117.05243,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,San Diego River,0,Fabric Cloth,0,San Diego
SMC04134,7/26/11,32.828743,-117.05243,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,San Diego River,0,Glass,0,San Diego
SMC04134,7/26/11,32.828743,-117.05243,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,San Diego River,0,Large,0,San Diego
SMC04134,7/26/11,32.828743,-117.05243,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,San Diego River,0,Metal,0,San Diego
SMC04134,7/26/11,32.828743,-117.05243,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,San Diego River,0,Miscellaneous,0,San Diego
SMC04134,7/26/11,32.828743,-117.05243,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,San Diego River,0,Plastic,0,San Diego
SMC04134,7/26/11,32.828743,-117.05243,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,San Diego River,0,Toxic,0,San Diego
SMC04204,7/11/12,34.203587,-118.018534,Open,4.08636922,LosAngeles,LOS ANGELES,Santa Anita Wash,1,Biodegradable,9,Los Angeles
SMC04204,7/11/12,34.203587,-118.018534,Open,4.08636922,LosAngeles,LOS ANGELES,Santa Anita Wash,1,Biohazard,0,Los Angeles
SMC04204,7/11/12,34.203587,-118.018534,Open,4.08636922,LosAngeles,LOS ANGELES,Santa Anita Wash,1,Construction,0,Los Angeles
SMC04204,7/11/12,34.203587,-118.018534,Open,4.08636922,LosAngeles,LOS ANGELES,Santa Anita Wash,1,Fabric Cloth,0,Los Angeles
SMC04204,7/11/12,34.203587,-118.018534,Open,4.08636922,LosAngeles,LOS ANGELES,Santa Anita Wash,1,Glass,0,Los Angeles
SMC04204,7/11/12,34.203587,-118.018534,Open,4.08636922,LosAngeles,LOS ANGELES,Santa Anita Wash,1,Large,0,Los Angeles
SMC04204,7/11/12,34.203587,-118.018534,Open,4.08636922,LosAngeles,LOS ANGELES,Santa Anita Wash,1,Metal,1,Los Angeles
SMC04204,7/11/12,34.203587,-118.018534,Open,4.08636922,LosAngeles,LOS ANGELES,Santa Anita Wash,1,Miscellaneous,2,Los Angeles
SMC04204,7/11/12,34.203587,-118.018534,Open,4.08636922,LosAngeles,LOS ANGELES,Santa Anita Wash,1,Plastic,0,Los Angeles
SMC04204,7/11/12,34.203587,-118.018534,Open,4.08636922,LosAngeles,LOS ANGELES,Santa Anita Wash,1,Toxic,0,Los Angeles
SMC04309,5/16/11,33.474861,-117.466052,Open,2.54185528,SanJuan,SAN DIEGO,San Mateo Canyon Cr,0,None,0,San Diego
SMC04309,5/16/11,33.474861,-117.466052,Open,2.54185528,SanJuan,SAN DIEGO,San Mateo Canyon Cr,0,Biodegradable,0,San Diego
SMC04309,5/16/11,33.474861,-117.466052,Open,2.54185528,SanJuan,SAN DIEGO,San Mateo Canyon Cr,0,Biohazard,0,San Diego
SMC04309,5/16/11,33.474861,-117.466052,Open,2.54185528,SanJuan,SAN DIEGO,San Mateo Canyon Cr,0,Construction,0,San Diego
SMC04309,5/16/11,33.474861,-117.466052,Open,2.54185528,SanJuan,SAN DIEGO,San Mateo Canyon Cr,0,Fabric Cloth,0,San Diego
SMC04309,5/16/11,33.474861,-117.466052,Open,2.54185528,SanJuan,SAN DIEGO,San Mateo Canyon Cr,0,Glass,0,San Diego
SMC04309,5/16/11,33.474861,-117.466052,Open,2.54185528,SanJuan,SAN DIEGO,San Mateo Canyon Cr,0,Large,0,San Diego
SMC04309,5/16/11,33.474861,-117.466052,Open,2.54185528,SanJuan,SAN DIEGO,San Mateo Canyon Cr,0,Metal,0,San Diego
SMC04309,5/16/11,33.474861,-117.466052,Open,2.54185528,SanJuan,SAN DIEGO,San Mateo Canyon Cr,0,Miscellaneous,0,San Diego
SMC04309,5/16/11,33.474861,-117.466052,Open,2.54185528,SanJuan,SAN DIEGO,San Mateo Canyon Cr,0,Plastic,0,San Diego
SMC04309,5/16/11,33.474861,-117.466052,Open,2.54185528,SanJuan,SAN DIEGO,San Mateo Canyon Cr,0,Toxic,0,San Diego
SMC04409,5/31/11,33.603476,-117.453146,Open,2.54185528,SanJuan,RIVERSIDE,San Juan Creek,1,Biodegradable,0,Riverside
SMC04409,5/31/11,33.603476,-117.453146,Open,2.54185528,SanJuan,RIVERSIDE,San Juan Creek,1,Biohazard,0,Riverside
SMC04409,5/31/11,33.603476,-117.453146,Open,2.54185528,SanJuan,RIVERSIDE,San Juan Creek,1,Construction,0,Riverside
SMC04409,5/31/11,33.603476,-117.453146,Open,2.54185528,SanJuan,RIVERSIDE,San Juan Creek,1,Fabric Cloth,3,Riverside
SMC04409,5/31/11,33.603476,-117.453146,Open,2.54185528,SanJuan,RIVERSIDE,San Juan Creek,1,Glass,0,Riverside
SMC04409,5/31/11,33.603476,-117.453146,Open,2.54185528,SanJuan,RIVERSIDE,San Juan Creek,1,Large,0,Riverside
SMC04409,5/31/11,33.603476,-117.453146,Open,2.54185528,SanJuan,RIVERSIDE,San Juan Creek,1,Metal,4,Riverside
SMC04409,5/31/11,33.603476,-117.453146,Open,2.54185528,SanJuan,RIVERSIDE,San Juan Creek,1,Miscellaneous,4,Riverside
SMC04409,5/31/11,33.603476,-117.453146,Open,2.54185528,SanJuan,RIVERSIDE,San Juan Creek,1,Plastic,15,Riverside
SMC04409,5/31/11,33.603476,-117.453146,Open,2.54185528,SanJuan,RIVERSIDE,San Juan Creek,1,Toxic,0,Riverside
SMC04426,7/25/11,33.006967,-116.669951,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,Ceder Creek,0,None,0,San Diego
SMC04426,7/25/11,33.006967,-116.669951,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,Ceder Creek,0,Biodegradable,0,San Diego
SMC04426,7/25/11,33.006967,-116.669951,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,Ceder Creek,0,Biohazard,0,San Diego
SMC04426,7/25/11,33.006967,-116.669951,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,Ceder Creek,0,Construction,0,San Diego
SMC04426,7/25/11,33.006967,-116.669951,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,Ceder Creek,0,Fabric Cloth,0,San Diego
SMC04426,7/25/11,33.006967,-116.669951,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,Ceder Creek,0,Glass,0,San Diego
SMC04426,7/25/11,33.006967,-116.669951,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,Ceder Creek,0,Large,0,San Diego
SMC04426,7/25/11,33.006967,-116.669951,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,Ceder Creek,0,Metal,0,San Diego
SMC04426,7/25/11,33.006967,-116.669951,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,Ceder Creek,0,Miscellaneous,0,San Diego
SMC04426,7/25/11,33.006967,-116.669951,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,Ceder Creek,0,Plastic,0,San Diego
SMC04426,7/25/11,33.006967,-116.669951,Open,2.13818637,MissionBaySanDiego,SAN DIEGO,Ceder Creek,0,Toxic,0,San Diego
SMC04432,6/26/12,34.410891,-118.148816,Open,3.17768051,SantaClara,LOS ANGELES,Gleason Canyon,0,None,0,Los Angeles
SMC04432,6/26/12,34.410891,-118.148816,Open,3.17768051,SantaClara,LOS ANGELES,Gleason Canyon,0,Biodegradable,0,Los Angeles
SMC04432,6/26/12,34.410891,-118.148816,Open,3.17768051,SantaClara,LOS ANGELES,Gleason Canyon,0,Biohazard,0,Los Angeles
SMC04432,6/26/12,34.410891,-118.148816,Open,3.17768051,SantaClara,LOS ANGELES,Gleason Canyon,0,Construction,0,Los Angeles
SMC04432,6/26/12,34.410891,-118.148816,Open,3.17768051,SantaClara,LOS ANGELES,Gleason Canyon,0,Fabric Cloth,0,Los Angeles
SMC04432,6/26/12,34.410891,-118.148816,Open,3.17768051,SantaClara,LOS ANGELES,Gleason Canyon,0,Glass,0,Los Angeles
SMC04432,6/26/12,34.410891,-118.148816,Open,3.17768051,SantaClara,LOS ANGELES,Gleason Canyon,0,Large,0,Los Angeles
SMC04432,6/26/12,34.410891,-118.148816,Open,3.17768051,SantaClara,LOS ANGELES,Gleason Canyon,0,Metal,0,Los Angeles
SMC04432,6/26/12,34.410891,-118.148816,Open,3.17768051,SantaClara,LOS ANGELES,Gleason Canyon,0,Miscellaneous,0,Los Angeles
SMC04432,6/26/12,34.410891,-118.148816,Open,3.17768051,SantaClara,LOS ANGELES,Gleason Canyon,0,Plastic,0,Los Angeles
SMC04432,6/26/12,34.410891,-118.148816,Open,3.17768051,SantaClara,LOS ANGELES,Gleason Canyon,0,Toxic,0,Los Angeles
SMC04441,7/19/13,33.174449,-117.276888,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Calaveras Creek,1,Biodegradable,1,San Diego
SMC04441,7/19/13,33.174449,-117.276888,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Calaveras Creek,1,Biohazard,0,San Diego
SMC04441,7/19/13,33.174449,-117.276888,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Calaveras Creek,1,Construction,12,San Diego
SMC04441,7/19/13,33.174449,-117.276888,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Calaveras Creek,1,Fabric Cloth,0,San Diego
SMC04441,7/19/13,33.174449,-117.276888,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Calaveras Creek,1,Glass,1,San Diego
SMC04441,7/19/13,33.174449,-117.276888,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Calaveras Creek,1,Large,1,San Diego
SMC04441,7/19/13,33.174449,-117.276888,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Calaveras Creek,1,Metal,4,San Diego
SMC04441,7/19/13,33.174449,-117.276888,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Calaveras Creek,1,Miscellaneous,0,San Diego
SMC04441,7/19/13,33.174449,-117.276888,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Calaveras Creek,1,Plastic,2,San Diego
SMC04441,7/19/13,33.174449,-117.276888,Urban,4.54436259,CentralSanDiego,SAN DIEGO,Calaveras Creek,1,Toxic,0,San Diego
SMC04471,7/9/12,34.111069,-117.147564,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,Plunge Creek,1,Biodegradable,0,San Bernardino
SMC04471,7/9/12,34.111069,-117.147564,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,Plunge Creek,1,Biohazard,0,San Bernardino
SMC04471,7/9/12,34.111069,-117.147564,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,Plunge Creek,1,Construction,1,San Bernardino
SMC04471,7/9/12,34.111069,-117.147564,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,Plunge Creek,1,Fabric Cloth,0,San Bernardino
SMC04471,7/9/12,34.111069,-117.147564,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,Plunge Creek,1,Glass,0,San Bernardino
SMC04471,7/9/12,34.111069,-117.147564,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,Plunge Creek,1,Large,0,San Bernardino
SMC04471,7/9/12,34.111069,-117.147564,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,Plunge Creek,1,Metal,0,San Bernardino
SMC04471,7/9/12,34.111069,-117.147564,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,Plunge Creek,1,Miscellaneous,0,San Bernardino
SMC04471,7/9/12,34.111069,-117.147564,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,Plunge Creek,1,Plastic,0,San Bernardino
SMC04471,7/9/12,34.111069,-117.147564,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,Plunge Creek,1,Toxic,0,San Bernardino
SMC04524,7/9/13,34.247611,-118.033674,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork San Gabriel River,0,None,0,Los Angeles
SMC04524,7/9/13,34.247611,-118.033674,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork San Gabriel River,0,Biodegradable,0,Los Angeles
SMC04524,7/9/13,34.247611,-118.033674,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork San Gabriel River,0,Biohazard,0,Los Angeles
SMC04524,7/9/13,34.247611,-118.033674,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork San Gabriel River,0,Construction,0,Los Angeles
SMC04524,7/9/13,34.247611,-118.033674,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork San Gabriel River,0,Fabric Cloth,0,Los Angeles
SMC04524,7/9/13,34.247611,-118.033674,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork San Gabriel River,0,Glass,0,Los Angeles
SMC04524,7/9/13,34.247611,-118.033674,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork San Gabriel River,0,Large,0,Los Angeles
SMC04524,7/9/13,34.247611,-118.033674,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork San Gabriel River,0,Metal,0,Los Angeles
SMC04524,7/9/13,34.247611,-118.033674,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork San Gabriel River,0,Miscellaneous,0,Los Angeles
SMC04524,7/9/13,34.247611,-118.033674,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork San Gabriel River,0,Plastic,0,Los Angeles
SMC04524,7/9/13,34.247611,-118.033674,Open,2.96271964,SanGabriel,LOS ANGELES,West Fork San Gabriel River,0,Toxic,0,Los Angeles
SMC04532,7/11/12,34.155954,-118.287714,Urban,3.59502488,LosAngeles,LOS ANGELES,LA River,1,Biodegradable,0,Los Angeles
SMC04532,7/11/12,34.155954,-118.287714,Urban,3.59502488,LosAngeles,LOS ANGELES,LA River,1,Biohazard,0,Los Angeles
SMC04532,7/11/12,34.155954,-118.287714,Urban,3.59502488,LosAngeles,LOS ANGELES,LA River,1,Construction,0,Los Angeles
SMC04532,7/11/12,34.155954,-118.287714,Urban,3.59502488,LosAngeles,LOS ANGELES,LA River,1,Fabric Cloth,0,Los Angeles
SMC04532,7/11/12,34.155954,-118.287714,Urban,3.59502488,LosAngeles,LOS ANGELES,LA River,1,Glass,0,Los Angeles
SMC04532,7/11/12,34.155954,-118.287714,Urban,3.59502488,LosAngeles,LOS ANGELES,LA River,1,Large,0,Los Angeles
SMC04532,7/11/12,34.155954,-118.287714,Urban,3.59502488,LosAngeles,LOS ANGELES,LA River,1,Metal,1,Los Angeles
SMC04532,7/11/12,34.155954,-118.287714,Urban,3.59502488,LosAngeles,LOS ANGELES,LA River,1,Miscellaneous,3,Los Angeles
SMC04532,7/11/12,34.155954,-118.287714,Urban,3.59502488,LosAngeles,LOS ANGELES,LA River,1,Plastic,79,Los Angeles
SMC04532,7/11/12,34.155954,-118.287714,Urban,3.59502488,LosAngeles,LOS ANGELES,LA River,1,Toxic,2,Los Angeles
SMC04565,5/31/11,33.531606,-117.414154,Open,2.54185528,SanJuan,RIVERSIDE,San Mateo Canyon Cr,1,Biodegradable,0,Riverside
SMC04565,5/31/11,33.531606,-117.414154,Open,2.54185528,SanJuan,RIVERSIDE,San Mateo Canyon Cr,1,Biohazard,0,Riverside
SMC04565,5/31/11,33.531606,-117.414154,Open,2.54185528,SanJuan,RIVERSIDE,San Mateo Canyon Cr,1,Construction,0,Riverside
SMC04565,5/31/11,33.531606,-117.414154,Open,2.54185528,SanJuan,RIVERSIDE,San Mateo Canyon Cr,1,Fabric Cloth,0,Riverside
SMC04565,5/31/11,33.531606,-117.414154,Open,2.54185528,SanJuan,RIVERSIDE,San Mateo Canyon Cr,1,Glass,0,Riverside
SMC04565,5/31/11,33.531606,-117.414154,Open,2.54185528,SanJuan,RIVERSIDE,San Mateo Canyon Cr,1,Large,0,Riverside
SMC04565,5/31/11,33.531606,-117.414154,Open,2.54185528,SanJuan,RIVERSIDE,San Mateo Canyon Cr,1,Metal,0,Riverside
SMC04565,5/31/11,33.531606,-117.414154,Open,2.54185528,SanJuan,RIVERSIDE,San Mateo Canyon Cr,1,Miscellaneous,0,Riverside
SMC04565,5/31/11,33.531606,-117.414154,Open,2.54185528,SanJuan,RIVERSIDE,San Mateo Canyon Cr,1,Plastic,1,Riverside
SMC04565,5/31/11,33.531606,-117.414154,Open,2.54185528,SanJuan,RIVERSIDE,San Mateo Canyon Cr,1,Toxic,0,Riverside
SMC04661,7/18/11,33.406069,-117.224996,Open,1.42556761,NorthernSanDiego,SAN DIEGO,Santa Margarita River,0,None,0,San Diego
SMC04661,7/18/11,33.406069,-117.224996,Open,1.42556761,NorthernSanDiego,SAN DIEGO,Santa Margarita River,0,Biodegradable,0,San Diego
SMC04661,7/18/11,33.406069,-117.224996,Open,1.42556761,NorthernSanDiego,SAN DIEGO,Santa Margarita River,0,Biohazard,0,San Diego
SMC04661,7/18/11,33.406069,-117.224996,Open,1.42556761,NorthernSanDiego,SAN DIEGO,Santa Margarita River,0,Construction,0,San Diego
SMC04661,7/18/11,33.406069,-117.224996,Open,1.42556761,NorthernSanDiego,SAN DIEGO,Santa Margarita River,0,Fabric Cloth,0,San Diego
SMC04661,7/18/11,33.406069,-117.224996,Open,1.42556761,NorthernSanDiego,SAN DIEGO,Santa Margarita River,0,Glass,0,San Diego
SMC04661,7/18/11,33.406069,-117.224996,Open,1.42556761,NorthernSanDiego,SAN DIEGO,Santa Margarita River,0,Large,0,San Diego
SMC04661,7/18/11,33.406069,-117.224996,Open,1.42556761,NorthernSanDiego,SAN DIEGO,Santa Margarita River,0,Metal,0,San Diego
SMC04661,7/18/11,33.406069,-117.224996,Open,1.42556761,NorthernSanDiego,SAN DIEGO,Santa Margarita River,0,Miscellaneous,0,San Diego
SMC04661,7/18/11,33.406069,-117.224996,Open,1.42556761,NorthernSanDiego,SAN DIEGO,Santa Margarita River,0,Plastic,0,San Diego
SMC04661,7/18/11,33.406069,-117.224996,Open,1.42556761,NorthernSanDiego,SAN DIEGO,Santa Margarita River,0,Toxic,0,San Diego
SMC04682,6/25/11,32.971153,-116.648146,Open,2.19403654,MissionBaySanDiego,SAN DIEGO,Boulder Creek,0,None,0,San Diego
SMC04682,6/25/11,32.971153,-116.648146,Open,2.19403654,MissionBaySanDiego,SAN DIEGO,Boulder Creek,0,Biodegradable,0,San Diego
SMC04682,6/25/11,32.971153,-116.648146,Open,2.19403654,MissionBaySanDiego,SAN DIEGO,Boulder Creek,0,Biohazard,0,San Diego
SMC04682,6/25/11,32.971153,-116.648146,Open,2.19403654,MissionBaySanDiego,SAN DIEGO,Boulder Creek,0,Construction,0,San Diego
SMC04682,6/25/11,32.971153,-116.648146,Open,2.19403654,MissionBaySanDiego,SAN DIEGO,Boulder Creek,0,Fabric Cloth,0,San Diego
