"objectid","stationid","sampledate","sitescore30m","sitescore100m","comments","created_user","created_date","last_edited_user","last_edited_date","login_email","login_agency","login_owner","login_year","login_project","globalid"
104,"403M05832","2019-06-27 00:00:00","1.00000000","1.00000000","","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{76E58802-189B-4565-9B57-C819744972F3}"
105,"412M08641","2019-07-09 00:00:00","1.00000000","-88.00000000","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{386A3AAE-8648-45D2-8E85-FF281A0C1ABC}"
106,"SMC01808","2019-07-09 00:00:00","1.00000000","-88.00000000","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{84BD5F7D-B41C-4F05-A5B1-396DAB8F12E2}"
107,"SMC01004","2019-07-15 00:00:00","1.00000000","-88.00000000","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{F84B917E-9317-4121-9C51-49B65D6272E0}"
108,"412CE0232","2019-07-15 00:00:00","2.00000000","-88.00000000","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{1FD15ED3-EC3D-4711-AD10-7D989F8E7B98}"
109,"412M08645","2019-07-15 00:00:00","7.00000000","-88.00000000","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{D90D166C-2367-4DBF-B8D5-751537E7F556}"
110,"412M08647","2019-07-16 00:00:00","2.00000000","-88.00000000","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{B8532AA4-8F02-457D-9233-16B0C191489A}"
111,"412M08646","2019-07-16 00:00:00","2.00000000","-88.00000000","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{9D5E07BF-C593-4E7D-A9F3-929FDA87F592}"
112,"412WE0552","2019-07-23 00:00:00","1.00000000","-88.00000000","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{D91F3769-20EC-4631-9FFB-E0DF8D297A2A}"
113,"SMC04204","2019-07-30 00:00:00","1.00000000","-88.00000000","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{8681E84B-1467-487D-9B5A-1D35E012C7BA}"
114,"SMC00318","2019-08-07 00:00:00","7.00000000","-88.00000000","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{31FD2450-E90A-4109-8662-E7928A62BB11}"
115,"907M23405","2019-05-20 00:00:00","2.00000000","2.00000000","","checker","2020-02-21 11:24:54","checker","2020-02-21 11:24:54","pauls@sccwrp.org","AMEC","SDCDPW","2019","SMC","{FC67E488-9A04-40B2-8219-13CC17D67E79}"
116,"909WE0662","2019-06-10 00:00:00","1.00000000","1.00000000","In national forest, off trail, very little visitation","checker","2020-02-21 11:43:55","checker","2020-02-21 11:43:55","pauls@sccwrp.org","AMEC","SDCDPW","2019","SMC","{681A90B6-B992-4AB3-812C-8762AC4E499D}"
117,"909M24951","2019-04-30 00:00:00","1.00000000","1.00000000","","checker","2020-02-21 11:43:55","checker","2020-02-21 11:43:55","pauls@sccwrp.org","AMEC","SDCDPW","2019","SMC","{9AE4197C-628F-4A6F-95A3-90393F67D0A6}"
118,"908M24952","2019-05-28 00:00:00","8.00000000","8.00000000","","checker","2020-02-21 11:43:55","checker","2020-02-21 11:43:55","pauls@sccwrp.org","AMEC","SDCDPW","2019","SMC","{80605D3A-F148-4C33-B374-9420C1DCBC5B}"
119,"909M24953","2019-04-30 00:00:00","1.00000000","1.00000000","","checker","2020-02-21 11:43:55","checker","2020-02-21 11:43:55","pauls@sccwrp.org","AMEC","SDCDPW","2019","SMC","{C1D5D723-64B2-4279-9623-B19489823B0A}"
120,"SMC01097","2019-05-09 00:00:00","2.00000000","3.00000000","","checker","2020-02-21 11:45:50","checker","2020-02-21 11:45:50","pauls@sccwrp.org","AMEC","RCFC","2019","SMC","{FC9DA80D-B961-408E-AFF0-538D1F4FC3EF}"
121,"902M18909","2019-05-09 00:00:00","2.00000000","2.00000000","","checker","2020-02-21 11:45:50","checker","2020-02-21 11:45:50","pauls@sccwrp.org","AMEC","RCFC","2019","SMC","{AC46975D-098D-43F2-8AFF-723322FFA31E}"
122,"905PS0026","2019-05-07 00:00:00","1.00000000","1.00000000","","checker","2020-02-21 12:17:28","checker","2020-02-21 12:17:28","pauls@sccwrp.org","AMEC","SDCDPW","2019","SMC","{891970B7-B305-4795-B253-E9D78BEF04BF}"
123,"906M21774","2019-05-07 00:00:00","1.00000000","1.00000000","","checker","2020-02-21 12:17:28","checker","2020-02-21 12:17:28","pauls@sccwrp.org","AMEC","SDCDPW","2019","SMC","{BECFCA5D-938B-4EE2-9A51-6646A147B32A}"
124,"901M14145","2019-06-27 00:00:00","3.00000000","3.00000000","","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","ABCL","OCWMPU","2019","SMC","{6C801A17-7440-405D-9DF4-40CCA23279D6}"
125,"SMC00206","2019-06-04 00:00:00","1.00000000","-88.00000000","","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","ABCL","OCWMPU","2019","SMC","{5ABB1C3F-C92D-417F-B93C-F21A726C16DD}"
126,"901M14149","2019-05-29 00:00:00","1.00000000","-88.00000000","","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","ABCL","OCWMPU","2019","SMC","{EB2FF460-6E14-4C4C-89FC-18AB2E918187}"
127,"SMC00873","2019-05-10 00:00:00","2.00000000","2.00000000","","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","ABCL","OCWMPU","2019","SMC","{4D9DC516-CAA7-4503-A287-1D54F23232DE}"
128,"SMC00702","2019-06-06 00:00:00","4.00000000","-88.00000000","","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","ABCL","OCWMPU","2019","SMC","{60273ECE-3BFA-4A43-B632-EE24C370AB10}"
129,"SMC01726","2019-06-06 00:00:00","7.00000000","-88.00000000","","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","ABCL","OCWMPU","2019","SMC","{0D7126D7-18BA-49FA-82F6-4F3528801388}"
130,"845PS0011","2019-06-06 00:00:00","2.00000000","-88.00000000","","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","ABCL","OCWMPU","2019","SMC","{A65157E0-4B70-4441-A213-65658211758F}"
131,"801M12684","2019-06-04 00:00:00","8.00000000","-88.00000000","","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","ABCL","OCWMPU","2019","SMC","{819B6698-5540-4297-B6E0-CB5E61DEE508}"
132,"SMC00105","2019-05-10 00:00:00","1.00000000","-88.00000000","","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","ABCL","OCWMPU","2019","SMC","{2F3CE87A-AC0C-4A4F-9F20-B4A0302A30B0}"
133,"801M12678","2019-04-25 00:00:00","1.00000000","-88.00000000","","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","ABCL","OCWMPU","2019","SMC","{C495491A-D5DB-400B-BB7C-681D5B4E2489}"
134,"801M12675","2019-04-23 00:00:00","6.00000000","-88.00000000","","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","ABCL","OCWMPU","2019","SMC","{8A0C0337-18BD-4536-9D3A-D60E6306BE27}"
135,"SMC00544","2019-06-27 00:00:00","2.00000000","-88.00000000","","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","ABCL","SGRRMP","2019","SMC","{93930915-7CEF-48DB-A022-4F7947E4F5AC}"
136,"SMC00608","2019-07-22 00:00:00","3.00000000","-88.00000000","","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","ABCL","SGRRMP","2019","SMC","{92C7C458-A22E-4464-BF25-5224BB7D6F4E}"
137,"SMC20032","2019-07-22 00:00:00","4.00000000","-88.00000000","","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","ABCL","SGRRMP","2019","SMC","{1077638C-676B-4808-8CB7-81D39B767F2E}"
138,"SMC12862","2019-07-22 00:00:00","6.00000000","-88.00000000","","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","ABCL","SGRRMP","2019","SMC","{3E4486DF-7199-43F0-BE95-14791282C722}"
139,"SMC03280","2019-07-24 00:00:00","4.00000000","-88.00000000","","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","ABCL","SGRRMP","2019","SMC","{F92AAD60-9516-4721-8CE7-F3675E73949B}"
140,"SMC03216","2019-07-24 00:00:00","4.00000000","-88.00000000","","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","ABCL","SGRRMP","2019","SMC","{B61B7B28-B3BD-4971-932C-EA64AEB186A7}"
141,"405CE0280","2019-08-05 00:00:00","1.00000000","-88.00000000","","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","ABCL","SGRRMP","2019","SMC","{DB340770-496E-4115-9685-7CB4F71150AE}"
142,"SMC01260","2019-08-05 00:00:00","3.00000000","-88.00000000","","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","ABCL","SGRRMP","2019","SMC","{2BCAD6DD-87EE-4FDA-9B39-3EC8EAC46FC5}"
143,"SMC00686","2019-08-07 00:00:00","1.00000000","-88.00000000","","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","ABCL","SGRRMP","2019","SMC","{F7763641-E4C6-453A-8BD1-EE43E13EF10C}"
144,"SMC01248","2019-08-08 00:00:00","1.00000000","-88.00000000","","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","ABCL","SGRRMP","2019","SMC","{08C8E98E-B739-49D1-B2A6-995C6B082263}"
145,"SMC03452","2019-08-15 00:00:00","1.00000000","-88.00000000","","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","ABCL","SGRRMP","2019","SMC","{7E57A362-1DF8-4C68-898A-ABAAC79CB6CE}"
146,"408M03100","2019-05-09 00:00:00","4.00000000","-88.00000000","","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","ABCL","VCWPD","2019","SMC","{B3A3C676-5A2B-4912-92CF-48F89B3C205E}"
147,"404M04674","2019-05-09 00:00:00","2.00000000","-88.00000000","","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","ABCL","VCWPD","2019","SMC","{14ACB345-34B7-4623-8098-9FD09D5B3051}"
148,"SMC00047","2019-05-15 00:00:00","2.00000000","-88.00000000","","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","ABCL","VCWPD","2019","SMC","{FDF5C658-218F-49B2-9FB1-ABF9EDCA5801}"
149,"403M01580","2019-05-15 00:00:00","2.00000000","-88.00000000","","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","ABCL","VCWPD","2019","SMC","{770C46AB-C34B-4D83-A36D-5381C783D1C5}"
150,"403M01560","2019-05-15 00:00:00","5.00000000","-88.00000000","","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","ABCL","VCWPD","2019","SMC","{78981D99-2885-4C87-B7F6-8124C0D82438}"
151,"402M00058","2019-06-10 00:00:00","1.00000000","-88.00000000","","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","ABCL","VCWPD","2019","SMC","{E469E2A7-B4B0-4A97-9D7D-18E4FFE9A978}"
152,"402M00110","2019-06-10 00:00:00","2.00000000","-88.00000000","","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","ABCL","VCWPD","2019","SMC","{81C611A9-4B5C-4082-92B0-A51388C94B6C}"
153,"402M00127","2019-06-10 00:00:00","4.00000000","-88.00000000","","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","ABCL","VCWPD","2019","SMC","{332D14E6-DD3D-4EF9-BA96-DEB97F873101}"
154,"SMC00660","2019-06-17 00:00:00","2.00000000","-88.00000000","","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","ABCL","VCWPD","2019","SMC","{4D42A998-9DD8-4BEF-88BF-0211894D7DBB}"
155,"408M03051","2019-06-17 00:00:00","3.00000000","-88.00000000","","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","ABCL","VCWPD","2019","SMC","{7990A156-CD20-4087-B52E-4135B5723503}"
156,"ME-SCR2","2019-06-17 00:00:00","2.00000000","-88.00000000","","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","ABCL","VCWPD","2019","SMC","{B3DE9B51-B7B5-403F-B542-50FD8ECDB808}"
157,"SMC00027","2019-06-18 00:00:00","1.00000000","-88.00000000","","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","ABCL","VCWPD","2019","SMC","{5D5A5E2B-79AD-422F-9BF2-639165989318}"
158,"403M01571","2019-06-19 00:00:00","1.00000000","-88.00000000","","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","ABCL","VCWPD","2019","SMC","{772E682E-E3A8-4D58-AABC-5579890E80E6}"
159,"SMC00271","2019-06-19 00:00:00","1.00000000","-88.00000000","","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","ABCL","VCWPD","2019","SMC","{67DD12DF-8BC3-4F66-B671-F61B0A8A3380}"
160,"SMC00836","2019-07-25 00:00:00","3.00000000","-88.00000000","","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","ABCL","VCWPD","2019","SMC","{B89BAE9B-431B-432E-9649-A660562647BD}"
161,"408M03111","2019-07-25 00:00:00","1.00000000","-88.00000000","","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","ABCL","VCWPD","2019","SMC","{04589D8E-1BAB-44D1-9CEA-EB26751FA62D}"
162,"ME-CC","2019-07-25 00:00:00","2.00000000","-88.00000000","","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","ABCL","VCWPD","2019","SMC","{B954C8FC-6EBC-4A45-85CF-A55BF5EB18F9}"
163,"ME-VR2","2019-07-31 00:00:00","2.00000000","-88.00000000","","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","ABCL","VCWPD","2019","SMC","{43B4875D-5F7B-4F7B-A61A-A0DA394708F1}"
164,"906M23361","2019-04-29 00:00:00","2.00000000","2.00000000","","checker","2020-02-25 11:20:35","checker","2020-02-25 11:20:35","pauls@sccwrp.org","AMEC","SDCDPW","2019","SMC","{8D6EF9E4-D9D4-4FA1-82E9-AEBCCCF0722F}"
165,"906M23380","2019-06-04 00:00:00","4.00000000","4.00000000","","checker","2020-02-25 11:20:35","checker","2020-02-25 11:20:35","pauls@sccwrp.org","AMEC","SDCDPW","2019","SMC","{A40E74CE-8D9A-44D2-8DE6-0B4DC0C6294D}"
