"objectid","stationid","sampledate","starttime","endtime","latitude","longitude","datum","fieldcrew","river_sitedescription","watershed","leftbankaccess","rightbankaccess","channeltype","sitetype","streamflowing","reachlength","wettedwidth_a","wettedwidth_b","wettedwidth_c","bankfullwidth_a","bankfullwidth_b","bankfullwidth_c","trashpickedup","numberoutfalls_18_24","numberoutfalls_25_36","numberoutfalls_37_48","numberoutfalls_greater48","trashatoutfalls","amountoftrash","homelessencampment","comments","globalid","created_user","created_date","last_edited_user","last_edited_date","login_email","login_project","login_year","login_agency","login_owner"
47,"907M23379","2018-05-30 00:00:00","13:09","13:20","33.80333000","-116.92432000","NAD83","DO/NC/KC","Forester Creek","San Diego","Moderate","Moderate","Concrete","Probabilistic","Yes","30.00000000","0.80000000","3.70000000","3.00000000","4.00000000","4.00000000","4.00000000","No","1.00000000","0.00000000","0.00000000","0.00000000","Yes","<10","Yes","","{51C32FF2-49D1-4F99-91AC-91DC64C9F8AB}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
48,"909M24955","2018-04-11 00:00:00","14:35","15:00","32.66652822","-116.99547791","WGS84","Bill Isham, Kevin Stolzenbach, John Rudolph","Proctor Valley Creek","Sweetwater River","Easy","Easy","Natural","Probabilistic","Yes","30.00000000","2.20000000","2.20000000","2.40000000","5.80000000","8.60000000","5.10000000","Yes","0.00000000","0.00000000","0.00000000","0.00000000","NA","<10","No","","{1681E136-9E93-44BD-9169-C633453F3996}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
49,"909WE0662","2018-06-14 00:00:00","10:30","10:45","32.89949000","-116.58847000","WGS84","Bill Isham, Tommy Arthur, John Rudolph","Sweetwater River","Sweetwater River","Easy","Easy","Natural","Probabilistic","Yes","30.00000000","2.20000000","3.00000000","2.40000000","4.10000000","3.80000000","3.10000000","Yes","0.00000000","0.00000000","0.00000000","0.00000000","NA","<10","No","","{0368894B-3979-43C9-A574-A6883E9E3453}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
50,"911M24949","2018-04-11 00:00:00","10:45","11:05","32.80946293","-116.43979485","WGS84","Bill Isham, Tommy Arthur, John Rudolph","Long Canyon Creek","Tijuana River","Easy","Easy","Natural","Probabilistic","Yes","30.00000000","0.80000000","1.00000000","1.00000000","2.60000000","3.40000000","1.90000000","Yes","0.00000000","0.00000000","0.00000000","0.00000000","No","<10","No","","{1F1588BC-A83D-4A79-A641-ABEA7FE48181}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
51,"911M24957","2018-05-17 00:00:00","12:30","13:00","32.67449000","-116.56570000","WGS84","John Rudolph, Bill Isham, Stephen Campbell","Cottonwood Creek","Tijuana River","Easy","Easy","Natural","Probabilistic","Yes","30.00000000","1.50000000","1.80000000","2.00000000","3.60000000","4.40000000","2.80000000","Yes","0.00000000","0.00000000","0.00000000","0.00000000","No","NA","No","","{4D0ACC85-82AF-4FA7-A4F4-2F619263B4B0}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
52,"ME-CC","2018-06-28 00:00:00","00:00","00:00","34.18013000","-119.04142000","WGS84","Brianna Jones, Noel DeJesus, Kelly Hahs","Calleguas Creek","Calleguas","Easy","Easy","Other","Targeted","Yes","30.00000000","5.40000000","3.10000000","3.30000000","65.00000000","65.00000000","65.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","rip rap","{773D6D1F-79E7-481F-A844-0AA6288B2875}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
53,"ME-VR2","2018-06-14 00:00:00","12:20","12:40","34.34116000","-119.29826000","WGS84","Brianna Jones, Kelly Hahs, Sarah Bedard","Ventura River","Ventura","Hard","Hard","Natural","Targeted","Yes","30.00000000","7.50000000","8.00000000","13.00000000","10.00000000","13.00000000","14.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{95F3F918-A248-4EC5-BDED-27CE50DA7FC7}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
54,"SGLT506","2018-07-02 00:00:00","00:00","00:00","34.06180000","-117.99314000","NAD83","DO/NC","Walnut Channel","San Gabriel","Easy","Easy","Natural","Targeted","Yes","30.00000000","9.20000000","10.80000000","14.50000000","50.00000000","48.00000000","42.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<100","Yes","","{18ECE690-D37E-4FFA-81B9-A0E945C85ED9}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
55,"SGUR3984","2018-07-02 00:00:00","00:00","00:00","34.24611000","-117.90138000","NAD83","DO/NC","West Fork San Gabriel River","San Gabriel","Moderate","Moderate","Natural","Targeted","Yes","30.00000000","12.90000000","9.40000000","10.60000000","45.90000000","45.90000000","45.10000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<10","No","","{BB58F05E-A0AE-43DC-9B4A-AAEB252AB23C}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
56,"SMC00027","2018-06-26 00:00:00","11:10","11:25","34.66369000","-119.05206000","WGS84","Brianna Jones, Kelly Hahs","Piru Creek","Santa Clara","Hard","Hard","Natural","Probabilistic","Yes","30.00000000","3.10000000","2.60000000","1.30000000","6.10000000","7.10000000","10.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{1698CCE8-177C-42D8-B683-C17A4C205307}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
57,"SMC00036","2018-06-11 00:00:00","11:04","11:20","34.21501000","-118.88060000","WGS84","Karin Wisenbaker, Lara","N Fork Arroyo Conejo","Calleguas","Hard","Hard","Earthen","Probabilistic","Yes","30.00000000","1.80000000","6.50000000","6.50000000","9.00000000","8.50000000","8.50000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{78436418-F187-438D-909E-79F5C82B31DD}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
58,"SMC00105","2018-04-17 00:00:00","08:50","09:25","33.74651000","-117.58423000","WGS84","Orange County Public Works, Aquatic Bioassay & Consulting Labratories, Inc","Silverado Creek","Santa Ana","Easy","Easy","Natural","Probabilistic","Yes","30.00000000","0.61000000","0.42000000","1.47000000","3.11000000","3.20000000","3.80000000","Yes","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","More trash upstream by parking lot; Trash removed from AA; Trash predominant higher on banks (outside bankfull width)","{C3FDC6DA-79A9-42AE-AC74-2878937B7E0C}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
59,"SMC00206","2018-05-31 00:00:00","09:30","09:50","33.54359000","-117.65964000","WGS84","Orange County Public Works, Aquatic Bioassay & Consulting Labratories, Inc","Trabuco Creek","San Juan Creek","Moderate","Moderate","Natural","Probabilistic","Yes","30.00000000","2.94000000","1.41000000","2.21000000","5.44000000","4.41000000","5.71000000","Yes","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{BEE223B0-6917-4D3A-B5B5-2F7DE0605AA4}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
60,"SMC00271","2018-06-25 00:00:00","09:05","09:15","34.54961000","-119.16591000","WGS84","Alexis Wallengren, Kelly Hahs, Lara","Middle Lions","Santa Clara","Easy","Moderate","Natural","Probabilistic","Yes","30.00000000","8.50000000","5.50000000","6.50000000","10.00000000","7.50000000","10.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","Campground closed due to recent fire","{5E207ED6-C830-45F4-A3AD-6C3729EA43E6}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
61,"SMC00324","2018-07-11 00:00:00","00:00","00:00","34.30236000","-119.10220000","WGS84","Karin Wisenbaker, Kelly Hahs","Santa Clara River","Santa Clara","Hard","Hard","Natural","Targeted","Yes","30.00000000","9.00000000","12.00000000","15.50000000","60.00000000","60.00000000","60.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","Site is like a wetland","{CD659636-7CD3-4031-899F-AD69FF080E5D}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
62,"SMC00382","2018-06-21 00:00:00","09:15","09:20","34.04426000","-117.99368000","WGS84","Alexis Wallengren, Sarah Bedard","Avocado Creek","San Gabriel","Hard","Hard","Concrete","Probabilistic","Yes","30.00000000","2.25000000","2.30000000","1.95000000","3.75000000","3.75000000","3.75000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{288B33F0-BBB8-455F-A652-958E3CD8740A}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
63,"SMC00440","2018-05-23 00:00:00","13:50","13:55","34.28392000","-118.52820000","WGS84","Brianna Jones, Alexis Wallengren","Aliso Canyon Wash","Los Angeles","Easy","Easy","Natural","Probabilistic","No","30.00000000","1.90000000","1.00000000","0.90000000","4.40000000","4.00000000","1.80000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{3D0B3FB9-DDAF-4966-8F97-CF4E9FDCAAC7}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
64,"SMC00480","2018-07-02 00:00:00","00:00","00:00","34.23463000","-117.73141000","WGS84","Karin Wisenbaker, Alexis Wallengren","Cattle Canyon","San Gabriel","Moderate","Moderate","Natural","Probabilistic","Yes","30.00000000","1.72000000","2.28000000","2.22000000","9.10000000","6.50000000","5.50000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{68DDB723-969C-41FB-AD17-892AEEFC332C}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
65,"SMC00544","2018-06-27 00:00:00","08:00","08:10","34.14702000","-117.74136000","WGS84","Alexis Wallengren, Noel DeJesus","Marshall Canyon","San Gabriel","Hard","Moderate","Earthen","Probabilistic","No","30.00000000","0.00000000","0.00000000","0.00000000","7.00000000","8.50000000","9.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","Dry","{0872E4E4-22CE-4B70-A61A-BE05F668CB5E}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
66,"SMC00608","2018-06-27 00:00:00","11:10","11:15","34.12316000","-117.90236000","WGS84","Karin Wisenbaker, Alexis Wallengren","Little Dalton Wash","San Gabriel","Hard","Hard","Concrete","Probabilistic","Yes","30.00000000","4.10000000","8.00000000","8.00000000","8.00000000","8.00000000","8.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{468380DB-2002-460D-985F-37065C6A3263}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
67,"SMC00670","2018-06-12 00:00:00","11:55","12:25","33.86926000","-117.90916000","WGS84","Orange County Public Works, Aquatic Bioassay & Consulting Labratories, Inc","Fullerton Creek","San Gabriel","Easy","Easy","Concrete","Probabilistic","Yes","30.00000000","1.50000000","1.80000000","1.56000000","6.00000000","6.00000000","6.00000000","No","1.00000000","0.00000000","0.00000000","0.00000000","No","NA","No","","{DC1648FE-E392-4E49-AC2C-4EA3941A01D9}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
68,"SMC00836","2018-07-11 00:00:00","00:00","00:00","34.19107000","-119.00436000","WGS84","Karin Wisenbaker, Kelly Hahs","Conejo Creek","Calleguas","Hard","Hard","Earthen","Probabilistic","Yes","30.00000000","7.50000000","7.50000000","4.50000000","10.00000000","10.00000000","8.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","Too overgrown to access left bank","{9C81B4BB-828A-489A-A9FF-A04569D1A746}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
69,"SMC00873","2018-04-17 00:00:00","12:32","13:03","33.59849000","-117.62668000","WGS84","Orange County Public Works, Aquatic Bioassay & Consulting Labratories, Inc","Tijeras Creek","San Juan Creek","Easy","Easy","Natural","Probabilistic","Yes","30.00000000","3.62000000","2.14000000","2.12000000","9.00000000","8.50000000","8.50000000","Yes","0.00000000","0.00000000","1.00000000","0.00000000","No","NA","No","Drain is 42"" corrugated metal pipe; Abundance of golf balls, AA runs through golf course","{E6EF44CA-81B2-432E-9E61-D0727AD14C16}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
70,"SMC00926","2018-06-12 00:00:00","08:10","08:45","33.90740000","-117.88297000","WGS84","Orange County Public Works, Aquatic Bioassay & Consulting Labratories, Inc","Fullerton Creek","San Gabriel","Moderate","Easy","Earthen","Probabilistic","Yes","30.00000000","7.10000000","5.35000000","4.52000000","11.50000000","11.50000000","8.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","Dry outfall just upstream","{53FFD1D5-8A99-4F73-980F-B802E06047C6}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
71,"SMC01097","2018-05-01 00:00:00","14:15","14:30","33.48724000","-117.25538000","WGS84","John Rudolph, Bill Isham, Stephen Campbell","Sandia Creek","Santa Margarita","Easy","Easy","Natural","Probabilistic","Yes","30.00000000","1.00000000","2.00000000","1.80000000","5.00000000","3.00000000","4.50000000","Yes","0.00000000","0.00000000","0.00000000","0.00000000","No","NA","No","","{4F8B90D0-3DA3-4D1C-84CE-8D7EA0D993F2}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
72,"SMC01384","2018-06-19 00:00:00","00:00","00:00","34.06460000","-118.70091000","NAD83","DO/NC","Malibu Creek","Santa Monica Bay","Hard","Hard","Natural","Targeted","Yes","30.00000000","7.40000000","6.20000000","7.90000000","15.00000000","10.40000000","14.60000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<10","No","","{D864C763-FD37-4695-868E-9626EDDDEB3C}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
73,"SMC01440","2018-06-27 00:00:00","09:35","09:50","34.16643000","-117.83864000","WGS84","Alexis Wallengren, Noel DeJesus","Little Dalton Canyon (Lower)","San Gabriel","Moderate","Moderate","Natural","Probabilistic","No","30.00000000","0.00000000","0.00000000","0.00000000","6.50000000","6.00000000","8.50000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","NA","Dry; poison oak on right bank; asphalt on left bank at A to support bank/road","{697C0CA5-200A-4024-984E-A17827346AFF}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
74,"SMC01640","2018-06-19 00:00:00","00:00","00:00","34.15389000","-118.69671000","NAD83","DO/NC","Las Virgenes Creek","Santa Monica Bay","Hard","Hard","Concrete","Targeted","Yes","30.00000000","1.20000000","1.30000000","1.50000000","7.50000000","7.50000000","7.50000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<10","No","","{98326295-6938-4BAE-86C1-D3B39FBFEE08}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
75,"SMC01694","2018-08-06 00:00:00","08:25","09:00","33.92001000","-117.90273000","WGS84","Orange County Public Works, Aquatic Bioassay & Consulting Labratories, Inc","Brea Canyon Channel","San Gabriel","Easy","Easy","Concrete/Earthen","Probabilistic","Yes","30.00000000","12.00000000","11.50000000","11.50000000","12.50000000","15.50000000","14.50000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{3BFAAD5B-056E-4EDC-BB1F-55E253BEE2EB}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
76,"SMC02088","2018-06-18 00:00:00","11:30","12:00","34.30151000","-118.25939000","WGS84","Karin Wisenbaker, Brianna Jones, Ken Franklin","Big Tujunga Creek","Los Angeles","Hard","Easy","Natural","Probabilistic","Yes","30.00000000","8.00000000","10.00000000","6.00000000","12.00000000","13.50000000","13.50000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{F0458159-7DAB-4743-ADDA-F50C99E413D4}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
77,"SMC02092","2018-06-18 00:00:00","09:10","09:40","34.27805000","-118.20608000","WGS84","Karin Wisenbaker, Brianna Jones, Ken Franklin","Big Tujunga Creek","Los Angeles","Hard","Hard","Natural","Probabilistic","Yes","30.00000000","4.50000000","2.40000000","9.60000000","9.00000000","12.00000000","15.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{DFC02FE3-2EAC-40E9-8A15-CC1ED3AE09C4}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
78,"SMC02568","2018-08-02 00:00:00","08:00","08:25","34.28025000","-118.22122000","WGS84","Karin Wisenbaker, Noel DeJesus","Big Tujunga Creek","Los Angeles","Moderate","Hard","Natural","Probabilistic","Yes","30.00000000","6.14000000","6.06000000","4.14000000","17.00000000","18.00000000","17.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","No trash in 30 m reach","{F2891D6F-3424-42A0-BDA7-AC968CBF6B6B}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
79,"SMC02656","2018-08-06 00:00:00","11:14","11:31","34.07506000","-117.87220000","WGS84","Karin Wisenbaker, Noel DeJesus","Walnut Creek","San Gabriel","Hard","Hard","Concrete/Earthen","Probabilistic","Yes","30.00000000","1.10000000","1.20000000","2.50000000","7.50000000","7.50000000","7.50000000","No","0.00000000","0.00000000","1.00000000","0.00000000","Yes","<50","No","","{7F994FAC-4510-4610-A562-2DF71035BB03}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
80,"SMC02976","2018-07-09 00:00:00","00:00","00:00","34.25607000","-117.75712000","WGS84","Karin Wisenbaker, Alexis Wallengren","East Fork","San Gabriel","Easy","Moderate","Natural","Probabilistic","Yes","30.00000000","6.50000000","5.60000000","7.67000000","12.00000000","9.10000000","14.50000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{BDD871F1-FC23-42F9-8A3F-9056FDFAC17C}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
81,"SMC04524","2018-07-19 00:00:00","09:24","00:00","34.24761000","-118.03336000","WGS84","Scott Johnson, Jim Mann, Noel DeJesus","West Fork","San Gabriel","Easy","Easy","Natural","Targeted","No","45.00000000","0.00000000","0.00000000","0.00000000","8.00000000","8.00000000","8.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","NA","Dry","{941129D8-21BF-4845-A115-3D304AF83208}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
82,"SMC09534","2018-07-10 00:00:00","00:00","00:00","33.83843000","-118.09494000","WGS84","Karin Wisenbaker, Noel DeJesus","SGR Mainstem","San Gabriel","Easy","Easy","Concrete","Probabilistic","Yes","30.00000000","5.06000000","5.04000000","4.90000000","25.00000000","25.00000000","25.00000000","No","0.00000000","1.00000000","0.00000000","0.00000000","Yes","<10","No","","{D0A3F9CD-C68C-4690-8A57-E6C752A844E6}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
84,"SMC11581","2018-06-05 00:00:00","15:00","15:20","33.95218000","-117.60630000","NAD83","DO/NC","Cucamonga Channel","Santa Ana","Hard","hard","Concrete","Targeted","Yes","30.00000000","9.80000000","10.40000000","10.50000000","21.50000000","21.50000000","21.50000000","No","0.00000000","0.00000000","1.00000000","0.00000000","Yes","<10","No","","{B96DBFD9-2CA7-4F4C-BC5B-7C0653AE0E24}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
85,"SMC16832","2018-07-10 00:00:00","00:00","00:00","33.88459000","-118.10844000","WGS84","Karin Wisenbaker, Noel DeJesus","SGR Mainstem","San Gabriel","Easy","Easy","Concrete/Earthen","Probabilistic","Yes","30.00000000","3.16000000","3.08000000","3.72000000","25.00000000","25.00000000","25.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{5107F018-92B7-485D-8F8E-2461376847F0}","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","SMC","2019","ABCL","Carlsbad_WMA"
86,"SMC09698","2019-06-19 00:00:00","09:40","09:55","33.74590000","-116.70739000","NAD83","DO/NC","Strawberry Creek","Santa Ana","Easy","Easy","Natural","Targeted","Yes","30.00000000","5.30000000","4.30000000","3.70000000","8.80000000","7.30000000","6.20000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<10","No","","{2592F058-F93B-4BB9-BC7C-999B50B28146}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
87,"SMC11581","2019-06-19 00:00:00","14:15","14:30","33.95218000","-117.60630000","NAD83","DO/NC","Cucamonga Channel","Santa Ana","Hard","hard","Concrete","Targeted","Yes","30.00000000","9.90000000","9.70000000","10.40000000","21.50000000","21.50000000","21.70000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<50","No","","{0FF29BC9-3CD6-4F08-83A2-F523E7C9BA0D}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
88,"802M16985","2019-05-10 00:00:00","08:30","08:50","33.67408000","-117.26878000","NAD83","DO/NC","Cottonwood Canyon","Santa Ana","Moderate","Moderate","Natural","Probabilistic","Yes","30.00000000","2.60000000","2.20000000","2.40000000","9.50000000","10.20000000","15.60000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<50","No","","{5CAA6556-E5BF-4FA1-BCA8-3D8C5ABED269}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
89,"801M16957","2019-05-10 00:00:00","14:20","14:35","33.85468000","-117.35725000","NAD83","DO/NC","Mockingbird Canyon","Santa Ana","Hard","hard","Natural","Probabilistic","Yes","30.00000000","3.50000000","2.60000000","2.20000000","26.00000000","27.00000000","25.20000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<10","No","","{B06D32EC-43E0-4485-82E9-A86AB362760F}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
90,"904M21782","2019-06-11 00:00:00","14:00","14:15","33.15420000","-117.03480000","NAD83","DO/NC","Escondido Creek","Escondido Creek","Moderate","Moderate","Concrete","Probabilistic","Yes","30.00000000","3.10000000","3.10000000","3.10000000","3.50000000","3.40000000","3.40000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<50","No","","{0DDA64F1-9A73-43D6-9BCF-63758E35DD3F}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
91,"904M21761","2019-06-03 00:00:00","12:00","12:15","33.10763000","-117.20832000","NAD83","DO/NC","San Marcos Creek","San Marcos Creek","Hard","hard","Natural","Probabilistic","Yes","30.00000000","2.40000000","2.40000000","3.60000000","3.70000000","4.00000000","5.80000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<10","No","","{A10F2BE4-EF20-4971-8A12-DBBC7351CA80}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
92,"904M21784","2019-06-18 00:00:00","13:10","13:25","33.18617000","-117.27921000","NAD83","DO/NC","Buena Vista Creek","Buena Vista Creek","Moderate","Moderate","Concrete","Probabilistic","Yes","30.00000000","11.70000000","11.70000000","11.70000000","11.70000000","11.70000000","11.70000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<50","No","","{2C2F72C6-A105-4CBC-94FE-3162330FA0D4}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
93,"904WE1125","2019-06-17 00:00:00","11:25","11:45","33.09875000","-117.12887000","NAD83","DO/NC","Escondido Creek","Escondido Creek","Hard","Moderate","Natural","Targeted","Yes","30.00000000","4.30000000","3.30000000","4.30000000","7.20000000","7.80000000","11.50000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<50","No","","{1ECBB80D-EB22-4EF4-B359-B0A6AA7B26D6}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
94,"902M20237","2019-06-04 00:00:00","12:00","12:10","33.40947000","-117.21370000","NAD83","DO/NC","Rainbow Creek Tributary","Santa Margarita","Moderate","Moderate","Natural","Probabilistic","Yes","30.00000000","1.10000000","0.60000000","2.40000000","2.00000000","3.70000000","5.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<10","No","","{A9979C4A-9C39-4671-B837-D26A45733F63}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
