stationid,sampledate,latitude,longitude,trashcategory,trashtype,total_counts,areaweight
801M12675,4/23/19 00:00,33.81262,-117.85842,Biodegradable,Paper/ cardboard,1,85.23642372
801M12675,4/23/19 00:00,33.81262,-117.85842,Metal,Aluminum or Steel Cans,1,85.23642372
801M12675,4/23/19 00:00,33.81262,-117.85842,Plastic,Bag - reusable,1,85.23642372
801M12675,4/23/19 00:00,33.81262,-117.85842,Fabric_Cloth,Fabric Other,4,85.23642372
801M12675,4/23/19 00:00,33.81262,-117.85842,Plastic,Chip Bags,5,85.23642372
801M12675,4/23/19 00:00,33.81262,-117.85842,Plastic,Foam Other Containers,1,85.23642372
801M12675,4/23/19 00:00,33.81262,-117.85842,Plastic,Beverage Bottles,1,85.23642372
801M12675,4/23/19 00:00,33.81262,-117.85842,Fabric_Cloth,"Natural (Cotton, Wool)",3,85.23642372
801M12675,4/23/19 00:00,33.81262,-117.85842,Plastic,Soft Plastic Pieces,12,85.23642372
801M12675,4/23/19 00:00,33.81262,-117.85842,Plastic,Straw/Stirrer,1,85.23642372
801M12675,4/23/19 00:00,33.81262,-117.85842,Plastic,Wrapper/Wrapper Pieces,7,85.23642372
801M12675,4/23/19 00:00,33.81262,-117.85842,Plastic,Lid,1,85.23642372
801M12675,4/23/19 00:00,33.81262,-117.85842,Plastic,Plastic Other,3,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Plastic,Lighters,1,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Plastic,Pens/Markers,1,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Plastic,Hard Plastic Pieces,110,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Metal,Aluminum or Steel Cans,14,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Miscellaneous,Misc. Other,10,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Plastic,Tobacco Wrapper/Pieces,2,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Metal,Metal Bottle Caps,6,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Plastic,Plastic Other,3,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Plastic,Straw/Stirrer,2,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Plastic,Foam Food Containers,2,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Plastic,Bag - single use,9,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Plastic,Beverage Bottles,22,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Metal,Auto Parts,3,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Metal,Small Batteries,11,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Construction,Bricks,2,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Construction,Fabricated Wood,1,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Metal,Metal Pipe/Bar Segments,3,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Fabric_Cloth,"Natural (Cotton, Wool)",3,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Fabric_Cloth,Synthetic Fabric,3,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Plastic,Soft Plastic Pieces,4,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Biodegradable,Paper/ cardboard,11,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Biohazard,Condoms,1,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Biohazard,Medical waste,1,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Biodegradable,Food Waste,3,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Miscellaneous,Foam rubber,2,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Metal,Spray Paint Cans,1,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Metal,"Wire (barb, chicken, etc.)",1,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Miscellaneous,Sports Balls,7,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Metal,"Nails, Screws, Bolts, etc.",18,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Miscellaneous,Ceramic Pots/Shards,35,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Metal,Metal Other,25,85.23642372
801M12684,6/4/19 00:00,33.75108,-118.0411,Plastic,Cigarette Butts,33,85.23642372
801M16957,5/10/19 00:00,33.85468,-117.35725,Plastic,Hard Plastic Pieces,1,85.23642372
801M16957,5/10/19 00:00,33.85468,-117.35725,Construction,Bricks,1,85.23642372
801M16973,6/6/18 00:00,33.93472,-117.34532,Plastic,Foam Pieces/Pellets,4,85.23642372
801M16973,6/6/18 00:00,33.93472,-117.34532,Plastic,Wrapper/Wrapper Pieces,8,85.23642372
801M16973,6/6/18 00:00,33.93472,-117.34532,Plastic,Plastic Bottles,5,85.23642372
801M16973,6/6/18 00:00,33.93472,-117.34532,Plastic,Foam Packing Peanuts,1,85.23642372
801M16973,6/6/18 00:00,33.93472,-117.34532,Fabric_Cloth,Synthetic Fabric,2,85.23642372
801M16973,6/6/18 00:00,33.93472,-117.34532,Metal,Aluminum or Steel Cans,1,85.23642372
801M16973,6/6/18 00:00,33.93472,-117.34532,Plastic,Tobacco Wrapper/Pieces,1,85.23642372
801M16973,6/6/18 00:00,33.93472,-117.34532,Metal,Spray Paint Cans,1,85.23642372
801M16973,6/6/18 00:00,33.93472,-117.34532,Plastic,Foam Cups,4,85.23642372
801M16973,6/6/18 00:00,33.93472,-117.34532,Plastic,Straw/Stirrer,4,85.23642372
801M16973,6/6/18 00:00,33.93472,-117.34532,Plastic,Cups,1,85.23642372
801M16973,6/6/18 00:00,33.93472,-117.34532,Construction,Fabricated Wood,1,85.23642372
801M16973,6/6/18 00:00,33.93472,-117.34532,Plastic,Bag - single use,3,85.23642372
801M16973,6/6/18 00:00,33.93472,-117.34532,Biodegradable,Paper/ cardboard,1,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Miscellaneous,E-waste,2,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Biodegradable,Food Waste,4,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Plastic,Container Cap/Pieces,6,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Metal,Metal Bottle Caps,4,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Plastic,Cigarette Butts,6,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Plastic,Bag Pieces,1,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Miscellaneous,Mylar balloons,1,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Metal,Metal Other,1,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Plastic,Plastic Bottles,4,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Plastic,Bag - single use,14,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Miscellaneous,Waxed Paper Cups/Plates,2,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Biodegradable,Paper/ cardboard,3,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Glass,Glass Bottles,3,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Fabric_Cloth,Synthetic Fabric,2,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Plastic,Cups,3,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Plastic,Hard Plastic Pieces,4,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Plastic,Foam Food Containers,6,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Plastic,Plastic Straw Wrapper,1,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Plastic,Bag - reusable,1,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Metal,Aluminum or Steel Cans,2,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Plastic,Straw/Stirrer,4,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Plastic,Wrapper/Wrapper Pieces,15,85.23642372
801M16976,6/6/18 00:00,34.01584,-117.37031,Plastic,Soft Plastic Pieces,5,85.23642372
802M16985,5/10/19 00:00,33.67408,-117.26878,Plastic,Cups,1,85.23642372
802M16985,5/10/19 00:00,33.67408,-117.26878,Plastic,Bag - single use,2,85.23642372
802M16985,5/10/19 00:00,33.67408,-117.26878,Fabric_Cloth,Shoes,1,85.23642372
802M16985,5/10/19 00:00,33.67408,-117.26878,Plastic,Plastic Bottles,3,85.23642372
802M16985,5/10/19 00:00,33.67408,-117.26878,Plastic,Foam Pieces/Pellets,1,85.23642372
802M16985,5/10/19 00:00,33.67408,-117.26878,Plastic,Chips bags,3,85.23642372
802M16985,5/10/19 00:00,33.67408,-117.26878,Plastic,Soft Plastic Pieces,1,85.23642372
802M16985,5/10/19 00:00,33.67408,-117.26878,Plastic,Straw/Stirrer,1,85.23642372
802M16985,5/10/19 00:00,33.67408,-117.26878,Metal,Spray Paint Cans,1,85.23642372
802M16985,5/10/19 00:00,33.67408,-117.26878,Plastic,Tobacco Wrapper/Pieces,1,85.23642372
802M16985,5/10/19 00:00,33.67408,-117.26878,Fabric_Cloth,Synthetic Fabric,1,85.23642372
802M16985,5/10/19 00:00,33.67408,-117.26878,Metal,Aluminum or Steel Cans,5,85.23642372
802M16985,5/10/19 00:00,33.67408,-117.26878,Construction,Fabricated Wood,1,85.23642372
802M16985,5/10/19 00:00,33.67408,-117.26878,Large,Large Other,1,85.23642372
845PS0011,6/12/18 00:00,33.88054,-117.89743,Plastic,Plastic Other,1,85.23642372
845PS0011,6/12/18 00:00,33.88054,-117.89743,Plastic,Single Use Container,1,85.23642372
845PS0011,6/12/18 00:00,33.88054,-117.89743,Plastic,Foam Pieces/Pellets,2,85.23642372
845PS0011,6/12/18 00:00,33.88054,-117.89743,Plastic,Cigarette Butts,2,85.23642372
845PS0011,6/12/18 00:00,33.88054,-117.89743,Plastic,Bag Pieces,1,85.23642372
845PS0011,6/12/18 00:00,33.88054,-117.89743,Plastic,Soft Plastic Pieces,1,85.23642372
845PS0011,6/12/18 00:00,33.88054,-117.89743,Plastic,Wrapper/Wrapper Pieces,2,85.23642372
845PS0011,6/12/18 00:00,33.88054,-117.89743,Construction,Concrete/Asphalt,1,85.23642372
845PS0011,6/12/18 00:00,33.88054,-117.89743,Glass,Glass Pieces,6,85.23642372
845PS0011,6/12/18 00:00,33.88054,-117.89743,Plastic,Wrapper/Wrapper Pieces,5,85.23642372
845PS0011,6/12/18 00:00,33.88054,-117.89743,Metal,"Nails, Screws, Bolts, etc.",1,85.23642372
845PS0011,6/12/18 00:00,33.88054,-117.89743,Biodegradable,Paper/ cardboard,1,85.23642372
845PS0011,6/12/18 00:00,33.88054,-117.89743,Plastic,Hard Plastic Pieces,1,85.23642372
845PS0011,6/12/18 00:00,33.88054,-117.89743,Plastic,Foam Cups,1,85.23642372
845PS0011,6/12/18 00:00,33.88054,-117.89743,Metal,Metal Other,1,85.23642372
845PS0011,6/12/18 00:00,33.88054,-117.89743,Biodegradable,Paper/ cardboard,2,85.23642372
901M14141,4/30/18 00:00,33.52171,-117.62216,Plastic,Foam Cups,1,85.23642372
901M14141,4/30/18 00:00,33.52171,-117.62216,Plastic,Single Use Container,1,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Biodegradable,Paper/ cardboard,4,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Fabric_Cloth,Synthetic Fabric,2,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Metal,Metal Other,1,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Miscellaneous,Sports Balls,5,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Miscellaneous,Misc. Other,1,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Plastic,Plastic Other,2,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Plastic,Wrapper/Wrapper Pieces,12,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Plastic,Bag Pieces,5,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Biohazard,Human Waste/Diapers/TP,1,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Plastic,Bag - single use,4,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Metal,Aluminum Foil pieces,4,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Plastic,Foam Cups,2,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Plastic,Soft Plastic Pieces,2,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Plastic,Beverage Bottles,1,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Plastic,Cups,1,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Plastic,Hard Plastic Pieces,1,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Plastic,Foam Pieces/Pellets,1,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Fabric_Cloth,"Natural (Cotton, Wool)",5,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Plastic,Chip Bags,2,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Plastic,Hard Plastic Container,1,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Plastic,Straw/Stirrer,1,85.23642372
901M14142,5/31/18 00:00,33.62131,-117.68977,Plastic,Tarp,4,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Construction,Construction Other,1,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Metal,Aluminum or Steel Cans,3,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Metal,Metal Pipe/Bar Segments,2,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Construction,Rebar,5,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Plastic,Hard Plastic Pieces,1,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Plastic,Single Use Container,2,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Plastic,Foam Cups,1,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Plastic,Foam Pieces/Pellets,4,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Biodegradable,Paper/ cardboard,3,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Plastic,Bag Pieces,2,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Plastic,Beverage Bottles,2,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Plastic,Bag - single use,1,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Fabric_Cloth,Synthetic Fabric,1,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Plastic,Plastic Other,4,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Metal,Metal Other,3,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Metal,Aluminum Foil pieces,2,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Plastic,Bag - reusable,1,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Construction,Fabricated Wood,3,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Plastic,Soft Plastic Pieces,2,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Plastic,Tarp,1,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Plastic,Straw/Stirrer,1,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Construction,Concrete/Asphalt,1,85.23642372
901M14145,6/27/19 00:00,33.48685,-117.48685,Miscellaneous,Sports Balls,1,85.23642372
902M18901,5/1/18 00:00,33.49624,-117.20414,Construction,Concrete/Asphalt,5,19.86655861
902M18901,5/1/18 00:00,33.49624,-117.20414,Plastic,Tarp,1,19.86655861
902M18901,5/1/18 00:00,33.49624,-117.20414,Miscellaneous,Rubber/Rubber Pieces,1,19.86655861
902M18909,5/9/19 00:00,33.46585,-117.19804,Plastic,Soft Plastic Pieces,3,19.86655861
902M18909,5/9/19 00:00,33.46585,-117.19804,Plastic,Wrapper/Wrapper Pieces,1,19.86655861
902M18909,5/9/19 00:00,33.46585,-117.19804,Fabric_Cloth,Synthetic Fabric,2,19.86655861
902M18909,5/9/19 00:00,33.46585,-117.19804,Fabric_Cloth,"Natural (Cotton, Wool)",1,19.86655861
902M18909,5/9/19 00:00,33.46585,-117.19804,Plastic,Foam Pieces/Pellets,1,19.86655861
902M18909,5/9/19 00:00,33.46585,-117.19804,Plastic,Container Cap/Pieces,1,19.86655861
902M20273,6/12/19 00:00,33.40282,-117.25509,Miscellaneous,Misc. Other,1,85.23642372
902M20273,6/12/19 00:00,33.40282,-117.25509,Fabric_Cloth,Synthetic Fabric,1,85.23642372
902WE0888,5/17/18 00:00,33.45432,-117.30237,Plastic,Bag - single use,1,19.86655861
902WE0888,5/17/18 00:00,33.45432,-117.30237,Plastic,Plastic Pipe,1,19.86655861
902WE0888,5/17/18 00:00,33.45432,-117.30237,Plastic,Soft Plastic Pieces,1,19.86655861
903M20214,5/8/18 00:00,33.22036,-117.35819,Plastic,Plastic Bottles,1,19.86655861
903M20214,5/8/18 00:00,33.22036,-117.35819,Plastic,Foam Food Containers,2,19.86655861
903M20214,5/8/18 00:00,33.22036,-117.35819,Plastic,Bag - reusable,1,19.86655861
903M20214,5/8/18 00:00,33.22036,-117.35819,Plastic,Plastic Pipe,1,19.86655861
903M20214,5/8/18 00:00,33.22036,-117.35819,Plastic,Cigarette Butts,2,19.86655861
903M20214,5/8/18 00:00,33.22036,-117.35819,Plastic,Bag Pieces,3,19.86655861
903M20214,5/8/18 00:00,33.22036,-117.35819,Plastic,Bag - single use,7,19.86655861
903M20214,5/8/18 00:00,33.22036,-117.35819,Plastic,Hard Plastic Container,1,19.86655861
903M20214,5/8/18 00:00,33.22036,-117.35819,Plastic,Plastic Straw Wrapper,1,19.86655861
903M20214,5/8/18 00:00,33.22036,-117.35819,Plastic,Wrapper/Wrapper Pieces,7,19.86655861
903M20214,5/8/18 00:00,33.22036,-117.35819,Plastic,Single Use Container,2,19.86655861
903M20214,5/8/18 00:00,33.22036,-117.35819,Plastic,Straw/Stirrer,2,19.86655861
903M20214,5/8/18 00:00,33.22036,-117.35819,Plastic,Foam Cups,1,19.86655861
903M20214,5/8/18 00:00,33.22036,-117.35819,Plastic,Container Cap/Pieces,2,19.86655861
903M20230,5/8/18 00:00,33.24064,-117.32132,Fabric_Cloth,"Natural (Cotton, Wool)",2,19.86655861
903M20235,6/2/18 00:00,33.24759,-116.78551,Plastic,Soft Plastic Pieces,1,85.23642372
903M20235,6/2/18 00:00,33.24759,-116.78551,Metal,Aluminum Foil pieces,1,85.23642372
904M21764,4/17/18 00:00,33.20750635,-117.2807286,Plastic,Plastic Other,1,85.23642372
904M21764,4/17/18 00:00,33.20750635,-117.2807286,Metal,Aluminum or Steel Cans,2,85.23642372
904M21764,4/17/18 00:00,33.20750635,-117.2807286,Biodegradable,Paper/ cardboard,2,85.23642372
904M21764,4/17/18 00:00,33.20750635,-117.2807286,Plastic,Hard Plastic Container,1,85.23642372
904M21764,4/17/18 00:00,33.20750635,-117.2807286,Plastic,Bag - reusable,1,85.23642372
904M21764,4/17/18 00:00,33.20750635,-117.2807286,Miscellaneous,Sports Balls,1,85.23642372
904M21764,4/17/18 00:00,33.20750635,-117.2807286,Plastic,Beverage Bottles,4,85.23642372
904M21764,4/17/18 00:00,33.20750635,-117.2807286,Plastic,Cups,3,85.23642372
904M21764,4/17/18 00:00,33.20750635,-117.2807286,Plastic,Bag - single use,4,85.23642372
904M21764,4/17/18 00:00,33.20750635,-117.2807286,Miscellaneous,Misc. Other,1,85.23642372
904M21764,4/17/18 00:00,33.20750635,-117.2807286,Fabric_Cloth,"Natural (Cotton, Wool)",1,85.23642372
904M21764,4/17/18 00:00,33.20750635,-117.2807286,Construction,Concrete/Asphalt,3,85.23642372
904M21764,4/17/18 00:00,33.20750635,-117.2807286,Plastic,Wrapper/Wrapper Pieces,8,85.23642372
904M21782,6/11/19 00:00,33.1542,-117.0348,Plastic,Container Cap/Pieces,2,19.86655861
904M21782,6/11/19 00:00,33.1542,-117.0348,Plastic,Cups,1,19.86655861
904M21782,6/11/19 00:00,33.1542,-117.0348,Plastic,Bag Pieces,1,19.86655861
904M21782,6/11/19 00:00,33.1542,-117.0348,Glass,Glass Pieces,27,19.86655861
904M21782,6/11/19 00:00,33.1542,-117.0348,Miscellaneous,E-waste,2,19.86655861
904M21782,6/11/19 00:00,33.1542,-117.0348,Biodegradable,Food Waste,1,19.86655861
904M21782,6/11/19 00:00,33.1542,-117.0348,Plastic,Hard Plastic Pieces,1,19.86655861
904M21784,6/18/19 00:00,33.18617,-117.27921,Plastic,Container Cap/Pieces,1,85.23642372
904M21784,6/18/19 00:00,33.18617,-117.27921,Metal,Spray Paint Cans,1,85.23642372
904M21784,6/18/19 00:00,33.18617,-117.27921,Miscellaneous,Misc. Other,1,85.23642372
904M21784,6/18/19 00:00,33.18617,-117.27921,Plastic,Bag Pieces,6,85.23642372
904M21784,6/18/19 00:00,33.18617,-117.27921,Fabric_Cloth,Synthetic Fabric,3,85.23642372
904M21784,6/18/19 00:00,33.18617,-117.27921,Plastic,Bag - reusable,1,85.23642372
904M21784,6/18/19 00:00,33.18617,-117.27921,Plastic,Chips bags,5,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Foam Packing Peanuts,1,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Foam Plate,5,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Container Cap/Pieces,1,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Cups,3,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Container Cap/Pieces,2,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Chips bags,4,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Bag - single use,4,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Construction,Bricks,1,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Cups,2,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Metal,Aluminum or Steel Cans,1,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Bag Pieces,2,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Plastic Other,6,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Beverage Bottles,3,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Construction,Construction Other,1,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Foam Cups,3,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Foam Balls,1,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Hard Plastic Pieces,5,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Single Use Container,2,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Hard Plastic Pieces,1,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Wrapper/Wrapper Pieces,1,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Bag - single use,2,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Metal,Aluminum Foil pieces,1,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Wrapper/Wrapper Pieces,7,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Miscellaneous,Hose/Hose Pieces,1,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Construction,Fabricated Wood,1,85.23642372
904WE1125,6/17/19 00:00,33.09875,-117.12887,Plastic,Soft Plastic Pieces,3,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Foam Packing Peanuts,1,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Foam Plate,5,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Container Cap/Pieces,1,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Cups,3,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Container Cap/Pieces,2,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Chips bags,4,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Bag - single use,4,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Construction,Bricks,1,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Cups,2,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Metal,Aluminum or Steel Cans,1,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Bag Pieces,2,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Plastic Other,6,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Beverage Bottles,3,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Construction,Construction Other,1,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Foam Cups,3,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Foam Balls,1,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Hard Plastic Pieces,5,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Single Use Container,2,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Hard Plastic Pieces,1,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Wrapper/Wrapper Pieces,1,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Bag - single use,2,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Metal,Aluminum Foil pieces,1,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Wrapper/Wrapper Pieces,7,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Miscellaneous,Hose/Hose Pieces,1,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Construction,Fabricated Wood,1,85.23642372
904WE1125,5/29/18 00:00,33.09873,-117.129063,Plastic,Soft Plastic Pieces,3,85.23642372
906M21754,4/10/18 00:00,32.95499135,-117.1726379,Plastic,Beverage Bottles,1,85.23642372
906M21754,4/10/18 00:00,32.95499135,-117.1726379,Metal,Aluminum or Steel Cans,1,85.23642372
906M21754,4/10/18 00:00,32.95499135,-117.1726379,Plastic,Cups,2,85.23642372
906M21754,4/10/18 00:00,32.95499135,-117.1726379,Plastic,Bag Pieces,1,85.23642372
906M21770,5/29/18 00:00,32.90377,-117.22665,Plastic,Hard Plastic Pieces,1,85.23642372
906M21770,5/29/18 00:00,32.90377,-117.22665,Metal,Aluminum or Steel Cans,5,85.23642372
906M21770,5/29/18 00:00,32.90377,-117.22665,Plastic,Single Use Container,1,85.23642372
906M21770,5/29/18 00:00,32.90377,-117.22665,Plastic,Wrapper/Wrapper Pieces,7,85.23642372
906M21770,5/29/18 00:00,32.90377,-117.22665,Plastic,Plastic Bottles,3,85.23642372
906M21770,5/29/18 00:00,32.90377,-117.22665,Plastic,Plastic Other,6,85.23642372
906M21770,5/29/18 00:00,32.90377,-117.22665,Biodegradable,Paper/ cardboard,1,85.23642372
906M21770,5/29/18 00:00,32.90377,-117.22665,Plastic,Soft Plastic Pieces,2,85.23642372
