"objectid","stationid","sampledate","photolocation","photoid","comments","created_user","created_date","last_edited_user","last_edited_date","login_email","login_agency","login_owner","login_year","login_project","globalid"
92,"SMC09534","2018-07-10 00:00:00","Middle-Downstream","SGMR09534_B_Down_07.10.2018.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{85BE50F2-3891-49A8-A083-8323FD1F41DD}"
93,"SMC09534","2018-07-10 00:00:00","Top-Downstream","SGMR09534_C_Down_07.10.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{768271C2-5EB0-4E48-92F4-09E336CA6FBB}"
94,"SMC02656","2018-08-06 00:00:00","Bottom-Upstream","SGLR02656_A_Up_08.06.2018.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{89BEADC1-50F5-49F0-B9EC-13760B545480}"
95,"SMC00608","2018-06-27 00:00:00","Bottom-Upstream","SGLR00608_A_Up_06.27.2018.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{D5C54334-7571-4C47-A684-2B9B4F9957D7}"
96,"SMC00382","2018-06-21 00:00:00","Bottom-Upstream","SGLR00382_A_Up_06.21.2018.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{580498A7-F902-4873-ADAB-E9F7FE3E78D4}"
97,"909WE0662","2018-06-14 00:00:00","Bottom-Upstream","909WE0662_A-Up_06.14.2018","Transect A looking upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{03BB0877-2C84-4E91-88E9-2D5782832ED9}"
98,"909WE0662","2018-06-14 00:00:00","Top-Downstream","909WE0662_C-Down_06.14.2018","Transect C looking downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{87C68181-C819-44B6-84DD-AEC21B27961D}"
99,"909M24955","2018-04-11 00:00:00","Bottom-Upstream","909M24955_A-Up_04.11.2018","Transect A looking upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{E19E940D-2253-4D2A-BCCA-80BE4EAE98D4}"
100,"909M24955","2018-04-11 00:00:00","Top-Downstream","909M24955_C-down_04.11.2018","Transect C looking downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{751A563E-334A-43F6-A7A2-B942C84F5FA9}"
101,"905PS0026","2018-04-10 00:00:00","Bottom-Upstream","905PS0026_A-Up_04.10.2018","Transect A looking upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{EDF3B50F-4753-4983-9DB8-416A67D93FDB}"
102,"905PS0026","2018-04-10 00:00:00","Top-Downstream","905PS0026_F-Down_04.10.2018","Transect F looking downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{F2951926-DE0D-4C06-AED4-477624A62011}"
103,"906M21770","2018-05-29 00:00:00","Bottom-Upstream","906M21770_A-Up_05.29.2018","Transect A looking upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{9AD420E0-2858-4345-91A4-AF777EEE5370}"
104,"906M21770","2018-05-29 00:00:00","Top-Downstream","906M21770_C-Down_05.29.2018","Transect C looking downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{836C9561-79B1-4727-86AE-9DA954BCBAED}"
105,"906M21754","2018-04-10 00:00:00","Bottom-Upstream","906M21754_A-Up_04.10.2018","Transect A looking upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{91DACEB8-3332-4D44-95AC-BA539A0EC31E}"
106,"906M21754","2018-04-10 00:00:00","Top-Downstream","906M21754_C-Down_04.10.2018","Transect C looking downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{79597EF1-0AE4-4990-92B6-3AE672F4D404}"
107,"907M23373","2018-05-17 00:00:00","Bottom-Upstream","907M23373_A-up_05.17.2018","Transect A looking upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{CEA2BC02-D3B9-45A9-A6FF-FBFF0DBF1E86}"
108,"907M23373","2018-05-17 00:00:00","Top-Downstream","907M23373_C-down_05.17.2018","Transect C looking downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{189B7822-8090-4113-86EA-F8B8DFCDBBAE}"
109,"SMC01694","2018-08-06 00:00:00","Bottom-Upstream","SCM01694_A_US_08.06.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{6F77AF43-31F3-4B96-B3E7-9601A6B386BD}"
110,"SMC01694","2018-08-06 00:00:00","Middle-Downstream","SCM01694_B_DS_08.06.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{4FFEDFCE-8E91-41D4-BCD9-8D5BA7490916}"
111,"SMC01694","2018-08-06 00:00:00","Middle-Upstream","SCM01694_B_US_08.06.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{C0B758F0-AB44-479F-AB1D-9FD0D0258E1F}"
112,"SMC01694","2018-08-06 00:00:00","Top-Downstream","SCM01694_C_DS_08.06.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{236EEDB1-FECE-467A-A814-D44F5CDC651D}"
113,"SMC00670","2018-06-12 00:00:00","Bottom-Upstream","SMC00670_A_US_06.12.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{94BD0E40-0194-4E2B-B07D-FB81A28A9FC5}"
114,"SMC00670","2018-06-12 00:00:00","Middle-Downstream","SMC00670_B_DS_06.12.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{F78C76F5-5BFC-4003-9144-516D21B689B5}"
115,"SMC00670","2018-06-12 00:00:00","Middle-Upstream","SMC00670_B_US_06.12.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{7396F473-2AD2-4EDA-909A-5BF125FAB61C}"
116,"SMC00670","2018-06-12 00:00:00","Top-Downstream","SMC00670_C_DS_06.12.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{872D12E1-2A81-433A-8535-A6E5EA309A5D}"
117,"845PS0011","2018-06-12 00:00:00","Bottom-Upstream","845PS0011_A_US_06.12.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{C58FD0EF-616F-49B0-8A25-A22E205849A6}"
118,"845PS0011","2018-06-12 00:00:00","Middle-Downstream","845PS0011_B_DS_06.12.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{855B87AE-DB6A-47A1-9F8E-868ABD21E783}"
119,"845PS0011","2018-06-12 00:00:00","Middle-Upstream","845PS0011_B_US_06.12.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{AFB87211-273C-4130-A163-5D80BBA62640}"
120,"845PS0011","2018-06-12 00:00:00","Top-Downstream","845PS0011_C_DS_06.12.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{02ACEDDC-17D5-4EB6-A404-40212527A4D3}"
121,"SMC00926","2018-06-12 00:00:00","Bottom-Upstream","SMC00926_A_US_06.12.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{DF16E406-52A5-46B3-8893-33C23959033B}"
122,"SMC00926","2018-06-12 00:00:00","Middle-Downstream","SMC00926_B_DS_06.12.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{06EF171D-C495-4228-9813-49BD3AED9119}"
123,"SMC00926","2018-06-12 00:00:00","Middle-Upstream","SMC00926_B_US_06.12.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{04751E55-1B54-4822-A63B-E42093E75A99}"
124,"SMC00926","2018-06-12 00:00:00","Top-Downstream","SMC00926_C_DS_06.12.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{D671B59B-0687-439E-9A0D-5BD3F9EBEBFC}"
125,"901M14142","2018-05-31 00:00:00","Bottom-Upstream","901M14142_A_US_05.31.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{610A527B-5D59-4D44-9482-632869BDC03F}"
126,"901M14142","2018-05-31 00:00:00","Middle-Downstream","901M14142_B_DS_05.31.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{2E75DA34-FC9D-4196-AA2D-6AA318559F78}"
127,"901M14142","2018-05-31 00:00:00","Middle-Upstream","901M14142_B_US_05.31.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{5FF0F2BC-4A90-4FDE-9263-067A21C5B94E}"
128,"901M14142","2018-05-31 00:00:00","Top-Downstream","901M14142_C_DS_05.31.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{3B938137-3153-4DDA-BF37-7E978C1D0FEA}"
129,"SMC00206","2018-05-31 00:00:00","Bottom-Upstream","SMC00206_A_US_05.31.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{0E02A758-91A7-46A2-8A3C-1D2A02D5783D}"
130,"SMC00206","2018-05-31 00:00:00","Middle-Downstream","SMC00206_B_DS_05.31.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{68F97398-4C41-43CB-B8F0-62040E71EE1C}"
131,"SMC00206","2018-05-31 00:00:00","Middle-Upstream","SMC00206_B_US_05.31.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{73957304-3CA9-4646-A5C2-70E697E823FF}"
132,"SMC00206","2018-05-31 00:00:00","Top-Downstream","SMC00206_C_DS_05.31.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{E196982E-D70B-494F-BB5B-5209CC40243F}"
133,"801M12673","2018-04-30 00:00:00","Bottom-Upstream","801M12673_A_US_04.30.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{D5974312-41E8-4726-ABC7-0D43AF304291}"
134,"801M12673","2018-04-30 00:00:00","Middle-Downstream","801M12673_B_DS_04.30.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{C6DABF9D-E5B9-4BE0-953E-E9E07E0E1F53}"
135,"801M12673","2018-04-30 00:00:00","Middle-Upstream","801M12673_B_US_04.30.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{A56164E5-4ABB-4CF4-8319-37324879C30E}"
136,"801M12673","2018-04-30 00:00:00","Top-Downstream","801M12673_C_DS_04.30.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{5483AB39-3C97-4A51-9404-3152114FA5B5}"
137,"901M14141","2018-04-30 00:00:00","Bottom-Upstream","901M14141_A_US_04.30.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{B00A9BF9-C4A7-4D47-BF25-79079E3D15F1}"
138,"901M14141","2018-04-30 00:00:00","Middle-Downstream","901M14141_B_DS_04.30.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{C0C02BFC-5745-4D2B-887D-7D58CC230E7C}"
139,"901M14141","2018-04-30 00:00:00","Middle-Upstream","901M14141_B_US_04.30.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{2CA975F0-5063-480F-87B1-1626EE2B18AE}"
140,"901M14141","2018-04-30 00:00:00","Top-Downstream","901M14141_C_DS_04.30.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{EA43AB42-87F7-4DCE-B5EA-27410D35BC39}"
141,"801M12672","2018-04-26 00:00:00","Bottom-Upstream","801M12672_A_US_04.26.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{DD322A2E-9462-4D1C-9353-41027D59B068}"
142,"801M12672","2018-04-26 00:00:00","Middle-Downstream","801M12672_B_DS_04.26.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{9B5BA922-5316-40C7-BF17-090D4BC54529}"
143,"801M12672","2018-04-26 00:00:00","Middle-Upstream","801M12672_B_US_04.26.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{F66F568B-D092-46E3-A5E7-E4624095CADB}"
144,"801M12672","2018-04-26 00:00:00","Top-Downstream","801M12672_C_DS_04.26.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{EF73FC43-89EC-4B89-8413-954FD7DA77CE}"
145,"801M12674","2018-04-26 00:00:00","Bottom-Upstream","801M12674_A_US_04.26.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{49CD591A-60FE-4C45-A6E1-A72777710266}"
146,"801M12674","2018-04-26 00:00:00","Middle-Downstream","801M12674_B_DS_04.26.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{E4FEA96D-EAB3-45EE-858B-3D9D65B36BAE}"
147,"801M12674","2018-04-26 00:00:00","Middle-Upstream","801M12674_B_US_04.26.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{81C3C8E0-C2C4-46A8-A6CC-CF1D3DD08321}"
148,"801M12674","2018-04-26 00:00:00","Top-Downstream","801M12674_C_DS_04.26.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{CE2D8EB9-DF84-47A5-8FE3-427497AC2318}"
149,"SMC00873","2018-04-17 00:00:00","Bottom-Upstream","SMC00873_A_US_04.17.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{70EAF832-AF1E-4A56-A9A9-72277AF54849}"
150,"SMC00873","2018-04-17 00:00:00","Middle-Downstream","SMC00873_B_DS_04.17.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{22D50202-59A9-4668-8DE7-DB2493FE3C04}"
151,"SMC00873","2018-04-17 00:00:00","Middle-Upstream","SMC00873_B_US_04.17.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{E8353598-5210-4D3C-B960-633456AA7C77}"
152,"SMC00873","2018-04-17 00:00:00","Top-Downstream","SMC00873_C_DS_04.17.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{7F7E78D8-281E-40B4-861C-D8991B149C04}"
153,"SMC00105","2018-04-17 00:00:00","Bottom-Upstream","SMC00105_A_US_04.17.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{49D19B9B-E089-479A-A83A-CD3EE34AB563}"
154,"SMC00105","2018-04-17 00:00:00","Middle-Downstream","SMC00105_B_DS_04.17.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{C72E3CEE-4C7C-4351-987B-E9B28F86B5D7}"
155,"SMC00105","2018-04-17 00:00:00","Middle-Upstream","SMC00105_B_US_04.17.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{57517238-D949-41C2-839F-0167E8B5C9AF}"
156,"SMC00105","2018-04-17 00:00:00","Top-Downstream","SMC00105_C_DS_04.17.2018.jpg","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{E3069E2F-8141-4019-BC69-CB4BEF812246}"
157,"412CE0232","2018-05-30 00:00:00","Bottom-Upstream","LAR0232_A_Up_05.30.18.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{D1947DAB-DD4F-4D60-AD6D-C6D523908506}"
158,"412CE0232","2018-05-30 00:00:00","Middle-Upstream","LAR0232_B_Up_05.30.18.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{95243517-64B4-4021-9EFA-6B0D7B8D534D}"
159,"412CE0232","2018-05-30 00:00:00","Middle-Downstream","LAR0232_B_Down_05.30.18.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{21CFF7FE-1E64-4E0C-9124-E0F3B466F949}"
160,"412CE0232","2018-05-30 00:00:00","Top-Downstream","LAR0232_C_Down_05.30.18.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{892F60ED-E28F-4E01-8978-0E0505605126}"
161,"412M08637","2018-05-30 00:00:00","Bottom-Upstream","LAR08640_A_Up_05.30.18.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{2F48244D-AC82-487D-A639-715A9E6BA327}"
162,"412M08637","2018-05-30 00:00:00","Middle-Upstream","LAR08640_B_Up_05.30.18.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{9903157C-9122-4D1B-998A-1F9EE970C419}"
163,"412M08637","2018-05-30 00:00:00","Middle-Downstream","LAR08640_B_Down_05.30.18.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{B8E86664-6ABD-4111-B653-6A95BD0EBC57}"
164,"412M08637","2018-05-30 00:00:00","Top-Downstream","LAR08640_C_Down_05.30.18.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{10D0D3A1-F150-4C8B-9ADB-2AC34BEEDB03}"
165,"SMC02092","2018-06-18 00:00:00","Bottom-Upstream","LAR02092_A_Up_06.18.18.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{D6416741-FE49-41F5-9BBB-8A59C846AFD8}"
166,"412M08641","2018-06-20 00:00:00","Bottom-Upstream","LAR08642_A_Up_06.20.18.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{16827A08-D236-42AC-91BC-705BAA4B5E80}"
167,"412M08599","2018-06-20 00:00:00","Bottom-Upstream","LAR08599_A_Up_06.20.18.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{8CC4C18B-0E12-40A8-8C0B-019551B06D66}"
168,"SMC02568","2018-08-02 00:00:00","Bottom-Upstream","LAR02568_A_Up_08.02.18.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{33E66E05-1D01-412D-BC21-88666CE5E6F8}"
169,"412WE0552","2018-08-02 00:00:00","Bottom-Upstream","LAR0552_A_Up_08.02.18.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{AAA783B7-B904-4F85-8E60-1A5F1087C442}"
170,"412M08643","2018-05-23 00:00:00","Bottom-Upstream","LAR08643_A_Up_05.23.18.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{6E33478A-33F7-46EF-983E-5684243C7CCD}"
171,"412M08643","2018-05-23 00:00:00","NR","LAR08643_eggs on trash_05.23.18.JPG","bird eggs/nest on trash","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{E3FF859C-03E4-4211-843C-6F54C2349531}"
172,"SMC00440","2018-05-23 00:00:00","Bottom-Upstream","LAR00440_A_Up_05.23.18.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{67DBBA99-D371-48EB-AFDE-6FD21AEBA0FC}"
173,"SMC02088","2018-06-18 00:00:00","Bottom-Upstream","LAR02088_A_Up_06.18.18.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{EA2699ED-0ABA-4E4E-B56E-A1B8A136E809}"
174,"SMC02088","2018-06-18 00:00:00","Middle-Upstream","LAR02088_B_Up_06.18.18.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{12A3A2E4-152B-4FC3-893F-96222A371F14}"
175,"SMC02088","2018-06-18 00:00:00","Middle-Downstream","LAR02088_B_Down_06.18.18.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{5CB70266-72FF-4367-AD55-200F8B09179C}"
176,"SMC02088","2018-06-18 00:00:00","Top-Downstream","LAR02088_C_Down_06.18.18.JPG","","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{ABB881BF-E251-43EA-8F1A-0DB8502BCCAC}"
177,"904WE1125","2018-05-29 00:00:00","Bottom-Upstream","904WE1125_A-up_05.29.2018","Transect A looking upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{E2CD1354-CDC6-4B3A-9BDB-48A5E35F428E}"
178,"904WE1125","2018-05-29 00:00:00","Top-Downstream","904WE1125_C-down_05.29.2018","Transect C looking downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{17C34EF9-14D0-43A3-AAF0-5C3A1B28E6FD}"
179,"904M21764","2018-04-17 00:00:00","Bottom-Upstream","904M21764_A-up_04.17.2018","Transect A looking upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{F5F852C2-BF0E-4CDA-A844-80CBA3C15AB9}"
180,"904M21764","2018-04-17 00:00:00","Top-Downstream","904M21764_C-down_04.17.2018","Transect C looking downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{85A7B398-7897-4B63-8796-9CA2BE839FB4}"
181,"SMC01097","2018-05-01 00:00:00","Bottom-Upstream","SMC01097_A-up_05.01.2018","Transect A looking upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{7CF1763B-FE73-45E6-B694-B25A560C13DA}"
182,"SMC01097","2018-05-01 00:00:00","Top-Downstream","SMC01097_C-down_05.01.2018","Transect C looking downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{B3C6732C-5DAE-4EE3-852B-8504AD25B72A}"
183,"902M18901","2018-05-01 00:00:00","Top-Downstream","902M18901_C-down_05.01.2018","Transect C looking downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{162E6414-A079-4A57-8EAC-B064B8C33F6B}"
