stationid,stratum,latitude,longitude,trawlnumber,type,biospecies,biomass
B18-10296,Outer Shelf,34.13269,-119.36993,1,Fish,Lycodes pacificus,0.1
B18-10296,Outer Shelf,34.13269,-119.36993,1,Fish,Sebastes macdonaldi,less than 0.1
B18-10296,Outer Shelf,34.13269,-119.36993,1,Fish,Plectobranchus evides,less than 0.1
B18-10296,Outer Shelf,34.13269,-119.36993,1,Fish,Pleuronichthys verticalis,less than 0.1
B18-10296,Outer Shelf,34.13269,-119.36993,1,Fish,Hippoglossina stomata,less than 0.1
B18-10296,Outer Shelf,34.13269,-119.36993,1,Fish,Sebastes jordani,0.3
B18-10296,Outer Shelf,34.13269,-119.36993,1,Fish,Parophrys vetulus,0.3
B18-10296,Outer Shelf,34.13269,-119.36993,1,Fish,Xeneretmus triacanthus,less than 0.1
B18-10296,Outer Shelf,34.13269,-119.36993,1,Fish,Sebastes paucispinis,0.1
B18-10296,Outer Shelf,34.13269,-119.36993,1,Fish,Chilara taylori,less than 0.1
B18-10296,Outer Shelf,34.13269,-119.36993,1,Fish,Zaniolepis frenata,4.1
B18-10296,Outer Shelf,34.13269,-119.36993,1,Fish,Zalembius rosaceus,less than 0.1
B18-10296,Outer Shelf,34.13269,-119.36993,1,Fish,Sebastes elongatus,0.1
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Sebastes elongatus,0.4
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Pleuronichthys verticalis,0.1
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Zalembius rosaceus,less than 0.1
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Sebastes jordani,4.1
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Pleuronichthys decurrens,0.1
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Xeneretmus triacanthus,0.2
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Parophrys vetulus,0.7
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Hydrolagus colliei,0.1
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Zaniolepis frenata,2.5
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Zaniolepis latipinnis,0.3
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Hippoglossina stomata,0.8
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Sebastes rosenblatti,less than 0.1
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Sebastes rubrivinctus,less than 0.1
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Lycodes pacificus,less than 0.1
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Microstomus pacificus,1.3
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Citharichthys sordidus,3.5
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Sebastes levis,less than 0.1
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Sebastes saxicola,0.4
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Sebastes semicinctus,2.9
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Eopsetta jordani,1.1
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Chilara taylori,less than 0.1
B18-10297,Outer Shelf,34.12282,-119.3313,1,Fish,Icelinus tenuis,less than 0.1
B18-10299,Outer Shelf,34.10704,-119.31886,3,Fish,Zaniolepis frenata,0.1
B18-10299,Outer Shelf,34.10704,-119.31886,3,Fish,Pleuronichthys verticalis,0.1
B18-10299,Outer Shelf,34.10704,-119.31886,3,Fish,Xeneretmus latifrons,less than 0.1
B18-10299,Outer Shelf,34.10704,-119.31886,3,Fish,Microstomus pacificus,0.5
B18-10299,Outer Shelf,34.10704,-119.31886,3,Fish,Citharichthys sordidus,1
B18-10300,Outer Shelf,34.08896,-119.27475,6,Fish,Zaniolepis frenata,0.2
B18-10300,Outer Shelf,34.08896,-119.27475,6,Fish,Ophiodon elongatus,less than 0.1
B18-10300,Outer Shelf,34.08896,-119.27475,6,Fish,Xeneretmus latifrons,less than 0.1
B18-10300,Outer Shelf,34.08896,-119.27475,6,Fish,Xeneretmus triacanthus,less than 0.1
B18-10300,Outer Shelf,34.08896,-119.27475,6,Fish,Microstomus pacificus,0.1
B18-10300,Outer Shelf,34.08896,-119.27475,6,Fish,Parophrys vetulus,less than 0.1
B18-10300,Outer Shelf,34.08896,-119.27475,6,Fish,Chilara taylori,less than 0.1
B18-10300,Outer Shelf,34.08896,-119.27475,6,Fish,Citharichthys sordidus,less than 0.1
B18-10302,Outer Shelf,34.04925,-119.06542,NA,Fish,NA,NA
B18-10303,Outer Shelf,34.04463333,-119.05545,1,Fish,Lycodes pacificus,0.1
B18-10303,Outer Shelf,34.04463333,-119.05545,1,Fish,Zaniolepis frenata,0.3
B18-10303,Outer Shelf,34.04463333,-119.05545,1,Fish,Sebastes semicinctus,less than 0.1
B18-10303,Outer Shelf,34.04463333,-119.05545,1,Fish,Xeneretmus latifrons,0.1
B18-10303,Outer Shelf,34.04463333,-119.05545,1,Fish,Sebastes diploproa,0.3
B18-10303,Outer Shelf,34.04463333,-119.05545,1,Fish,Raja inornata,less than 0.1
B18-10303,Outer Shelf,34.04463333,-119.05545,1,Fish,Lyopsetta exilis,1.6
B18-10303,Outer Shelf,34.04463333,-119.05545,1,Fish,Citharichthys sordidus,0.5
B18-10303,Outer Shelf,34.04463333,-119.05545,1,Fish,Porichthys notatus,less than 0.1
B18-10303,Outer Shelf,34.04463333,-119.05545,1,Fish,Sebastes saxicola,0.6
B18-10304,Outer Shelf,34.03365,-119.0301167,1,Fish,Porichthys notatus,0.3
B18-10304,Outer Shelf,34.03365,-119.0301167,1,Fish,Parophrys vetulus,0.3
B18-10304,Outer Shelf,34.03365,-119.0301167,1,Fish,Xeneretmus latifrons,less than 0.1
B18-10304,Outer Shelf,34.03365,-119.0301167,1,Fish,Zaniolepis frenata,less than 0.1
B18-10304,Outer Shelf,34.03365,-119.0301167,1,Fish,Microstomus pacificus,0.3
B18-10304,Outer Shelf,34.03365,-119.0301167,1,Fish,Sebastes saxicola,0.5
B18-10304,Outer Shelf,34.03365,-119.0301167,1,Fish,Lycodes pacificus,less than 0.1
B18-10304,Outer Shelf,34.03365,-119.0301167,1,Fish,Lyopsetta exilis,0.8
B18-10304,Outer Shelf,34.03365,-119.0301167,1,Fish,Citharichthys sordidus,0.7
B18-10305,Outer Shelf,34.00243,-118.91798,NA,Fish,NA,NA
B18-10306,Outer Shelf,33.99731667,-119.0242167,NA,Fish,NA,NA
B18-10307,Outer Shelf,33.95713,-118.59299,1,Fish,Sebastes saxicola,0.2
B18-10307,Outer Shelf,33.95713,-118.59299,1,Fish,Merluccius productus,0.1
B18-10307,Outer Shelf,33.95713,-118.59299,1,Fish,Porichthys notatus,0.1
B18-10307,Outer Shelf,33.95713,-118.59299,1,Fish,Zaniolepis latipinnis,less than 0.1
B18-10307,Outer Shelf,33.95713,-118.59299,1,Fish,Citharichthys sordidus,1.8
B18-10307,Outer Shelf,33.95713,-118.59299,1,Fish,Lyopsetta exilis,0.5
B18-10307,Outer Shelf,33.95713,-118.59299,1,Fish,Zaniolepis frenata,0.2
B18-10307,Outer Shelf,33.95713,-118.59299,1,Fish,Lycodes pacificus,0.1
B18-10308,Outer Shelf,33.91223333,-118.5884667,1,Fish,Sebastes semicinctus,1.1
B18-10308,Outer Shelf,33.91223333,-118.5884667,1,Fish,Zaniolepis frenata,0.1
B18-10308,Outer Shelf,33.91223333,-118.5884667,1,Fish,Plectobranchus evides,less than 0.1
B18-10308,Outer Shelf,33.91223333,-118.5884667,1,Fish,Citharichthys sordidus,0.1
B18-10308,Outer Shelf,33.91223333,-118.5884667,1,Fish,Sebastes saxicola,1.1
B18-10308,Outer Shelf,33.91223333,-118.5884667,1,Fish,Xeneretmus latifrons,less than 0.1
B18-10308,Outer Shelf,33.91223333,-118.5884667,1,Fish,Microstomus pacificus,0.1
B18-10308,Outer Shelf,33.91223333,-118.5884667,1,Fish,Lyopsetta exilis,0.3
B18-10309,Outer Shelf,33.81898333,-118.5258833,1,Fish,Lycodes pacificus,0.5
B18-10309,Outer Shelf,33.81898333,-118.5258833,1,Fish,Zaniolepis frenata,less than 0.1
B18-10309,Outer Shelf,33.81898333,-118.5258833,1,Fish,Sebastes elongatus,less than 0.1
B18-10309,Outer Shelf,33.81898333,-118.5258833,1,Fish,Sebastes saxicola,1.1
B18-10309,Outer Shelf,33.81898333,-118.5258833,1,Fish,Sebastes diploproa,less than 0.1
B18-10309,Outer Shelf,33.81898333,-118.5258833,1,Fish,Chilara taylori,less than 0.1
B18-10309,Outer Shelf,33.81898333,-118.5258833,1,Fish,Citharichthys sordidus,0.8
B18-10309,Outer Shelf,33.81898333,-118.5258833,1,Fish,Porichthys notatus,less than 0.1
B18-10309,Outer Shelf,33.81898333,-118.5258833,1,Fish,Merluccius productus,0.4
B18-10309,Outer Shelf,33.81898333,-118.5258833,1,Fish,Microstomus pacificus,0.5
B18-10309,Outer Shelf,33.81898333,-118.5258833,1,Fish,Lyopsetta exilis,6
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Sebastes rosaceus,less than 0.1
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Icelinus quadriseriatus,less than 0.1
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Citharichthys sordidus,6.8
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Sebastes rosenblatti,less than 0.1
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Cephaloscyllium ventriosum,less than 0.1
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Sebastes rubrivinctus,0.1
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Sebastes jordani,less than 0.1
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Hippoglossina stomata,0.7
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Pleuronichthys verticalis,1.1
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Porichthys notatus,2.5
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Scorpaena guttata,0.2
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Pleuronichthys decurrens,0.2
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Sebastes hopkinsi,less than 0.1
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Zalembius rosaceus,less than 0.1
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Chilara taylori,less than 0.1
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Sebastes sp,less than 0.1
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Synodus lucioceps,less than 0.1
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Sebastes elongatus,less than 0.1
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Sebastes semicinctus,15
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Chitonotus pugetensis,less than 0.1
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Parophrys vetulus,0.4
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Sebastes saxicola,0.5
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Zaniolepis frenata,0.2
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Zaniolepis latipinnis,0.6
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Microstomus pacificus,2.4
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Lycodes pacificus,0.4
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Symphurus atricaudus,0.5
B18-10310,Mid Shelf,33.76748,-118.45901,1,Fish,Lyopsetta exilis,0.2
B18-10311,Outer Shelf,33.76651667,-118.4604333,1,Fish,Zaniolepis frenata,0.1
B18-10311,Outer Shelf,33.76651667,-118.4604333,1,Fish,Parophrys vetulus,0.3
B18-10311,Outer Shelf,33.76651667,-118.4604333,1,Fish,Scorpaena guttata,0.1
B18-10311,Outer Shelf,33.76651667,-118.4604333,1,Fish,Chilara taylori,less than 0.1
B18-10311,Outer Shelf,33.76651667,-118.4604333,1,Fish,Lycodes pacificus,0.3
B18-10311,Outer Shelf,33.76651667,-118.4604333,1,Fish,Sebastes saxicola,1.8
B18-10311,Outer Shelf,33.76651667,-118.4604333,1,Fish,Microstomus pacificus,1.4
B18-10311,Outer Shelf,33.76651667,-118.4604333,1,Fish,Sebastes semicinctus,less than 0.1
B18-10311,Outer Shelf,33.76651667,-118.4604333,1,Fish,Lyopsetta exilis,0.6
B18-10311,Outer Shelf,33.76651667,-118.4604333,1,Fish,Sebastes eos,less than 0.1
B18-10311,Outer Shelf,33.76651667,-118.4604333,1,Fish,Xeneretmus latifrons,less than 0.1
B18-10311,Outer Shelf,33.76651667,-118.4604333,1,Fish,Citharichthys sordidus,4.5
B18-10311,Outer Shelf,33.76651667,-118.4604333,1,Fish,Sebastes elongatus,less than 0.1
B18-10311,Outer Shelf,33.76651667,-118.4604333,1,Fish,Porichthys notatus,0.1
B18-10312,Outer Shelf,33.57556152,-118.1253281,NA,Fish,NA,NA
B18-10313,Outer Shelf,33.56816864,-118.024353,1,Fish,Lycodes cortezianus,less than 0.1
B18-10313,Outer Shelf,33.56816864,-118.024353,1,Fish,Sebastes chlorostictus,less than 0.1
B18-10313,Outer Shelf,33.56816864,-118.024353,1,Fish,Sebastes saxicola,1.7
B18-10313,Outer Shelf,33.56816864,-118.024353,1,Fish,Lyopsetta exilis,1.1
B18-10313,Outer Shelf,33.56816864,-118.024353,1,Fish,Sebastes sp,less than 0.1
B18-10313,Outer Shelf,33.56816864,-118.024353,1,Fish,Sebastes elongatus,less than 0.1
B18-10313,Outer Shelf,33.56816864,-118.024353,1,Fish,Lycodes pacificus,less than 0.1
B18-10313,Outer Shelf,33.56816864,-118.024353,1,Fish,Sebastes semicinctus,0.1
B18-10313,Outer Shelf,33.56816864,-118.024353,1,Fish,Zaniolepis frenata,0.5
B18-10313,Outer Shelf,33.56816864,-118.024353,1,Fish,Microstomus pacificus,2.2
B18-10313,Outer Shelf,33.56816864,-118.024353,1,Fish,Citharichthys xanthostigma,less than 0.1
B18-10313,Outer Shelf,33.56816864,-118.024353,1,Fish,Zaniolepis latipinnis,0.1
B18-10313,Outer Shelf,33.56816864,-118.024353,1,Fish,Parophrys vetulus,1.6
B18-10313,Outer Shelf,33.56816864,-118.024353,1,Fish,Zalembius rosaceus,less than 0.1
B18-10313,Outer Shelf,33.56816864,-118.024353,1,Fish,Agonopsis sterletus,less than 0.1
B18-10313,Outer Shelf,33.56816864,-118.024353,1,Fish,Pleuronichthys verticalis,0.5
B18-10313,Outer Shelf,33.56816864,-118.024353,1,Fish,Porichthys notatus,0.1
B18-10313,Outer Shelf,33.56816864,-118.024353,1,Fish,Citharichthys sordidus,12.3
B18-10314,Upper Slope,33.54776001,-117.8522797,1,Fish,Microstomus pacificus,0.8
B18-10314,Upper Slope,33.54776001,-117.8522797,1,Fish,Citharichthys sordidus,0.4
B18-10314,Upper Slope,33.54776001,-117.8522797,1,Fish,Lyopsetta exilis,1.1
B18-10314,Upper Slope,33.54776001,-117.8522797,1,Fish,Zaniolepis frenata,0.1
B18-10314,Upper Slope,33.54776001,-117.8522797,1,Fish,Synodus lucioceps,less than 0.1
B18-10314,Upper Slope,33.54776001,-117.8522797,1,Fish,Sebastes macdonaldi,less than 0.1
B18-10314,Upper Slope,33.54776001,-117.8522797,1,Fish,Sebastes diploproa,less than 0.1
B18-10314,Upper Slope,33.54776001,-117.8522797,1,Fish,Sebastes semicinctus,less than 0.1
B18-10314,Upper Slope,33.54776001,-117.8522797,1,Fish,Agonopsis sterletus,less than 0.1
B18-10314,Upper Slope,33.54776001,-117.8522797,1,Fish,Brosmophycis marginata,less than 0.1
B18-10314,Upper Slope,33.54776001,-117.8522797,1,Fish,Lycodes pacificus,0.9
B18-10314,Upper Slope,33.54776001,-117.8522797,1,Fish,Sebastes rosenblatti,1.2
B18-10314,Upper Slope,33.54776001,-117.8522797,1,Fish,Sebastes sp,less than 0.1
B18-10314,Upper Slope,33.54776001,-117.8522797,1,Fish,Glyptocephalus zachirus,less than 0.1
B18-10314,Upper Slope,33.54776001,-117.8522797,1,Fish,Sebastolobus alascanus,0.2
B18-10314,Upper Slope,33.54776001,-117.8522797,1,Fish,Sebastes saxicola,2.6
B18-10314,Upper Slope,33.54776001,-117.8522797,1,Fish,Sebastes jordani,less than 0.1
B18-10316,Outer Shelf,33.30332,-117.6091,NA,Fish,NA,NA
B18-10317,Outer Shelf,33.22083,-117.5114,NA,Fish,NA,NA
B18-10320,Outer Shelf,32.58576,-117.3406,1,Fish,Microstomus pacificus,0.1
B18-10320,Outer Shelf,32.58576,-117.3406,1,Fish,Sebastes auriculatus,less than 0.1
B18-10320,Outer Shelf,32.58576,-117.3406,1,Fish,Sebastes eos,less than 0.1
B18-10320,Outer Shelf,32.58576,-117.3406,1,Fish,Citharichthys sordidus,2.6
B18-10320,Outer Shelf,32.58576,-117.3406,1,Fish,Sebastes sp,less than 0.1
B18-10320,Outer Shelf,32.58576,-117.3406,1,Fish,Sebastes diploproa,1.8
B18-10320,Outer Shelf,32.58576,-117.3406,1,Fish,Sebastes saxicola,0.6
B18-10320,Outer Shelf,32.58576,-117.3406,1,Fish,Lycodes pacificus,0.1
B18-10320,Outer Shelf,32.58576,-117.3406,1,Fish,Merluccius productus,less than 0.1
B18-10320,Outer Shelf,32.58576,-117.3406,1,Fish,Citharichthys fragilis,0.3
B18-10320,Outer Shelf,32.58576,-117.3406,1,Fish,Zaniolepis frenata,less than 0.1
B18-10320,Outer Shelf,32.58576,-117.3406,1,Fish,Glyptocephalus zachirus,less than 0.1
B18-10320,Outer Shelf,32.58576,-117.3406,1,Fish,Lyopsetta exilis,less than 0.1
B18-10321,Upper Slope,34.36301,-120.01353,NA,Fish,NA,NA
B18-10322,Upper Slope,34.3446,-120.3675,1,Fish,Microstomus pacificus,3.3
B18-10322,Upper Slope,34.3446,-120.3675,1,Fish,Sebastes saxicola,0.1
B18-10322,Upper Slope,34.3446,-120.3675,1,Fish,Lyconema barbatum,0.3
B18-10322,Upper Slope,34.3446,-120.3675,1,Fish,Lycodes cortezianus,0.1
B18-10322,Upper Slope,34.3446,-120.3675,1,Fish,Lyopsetta exilis,2.5
B18-10322,Upper Slope,34.3446,-120.3675,1,Fish,Raja rhina,0.7
B18-10322,Upper Slope,34.3446,-120.3675,1,Fish,Lycodes pacificus,1
B18-10322,Upper Slope,34.3446,-120.3675,1,Fish,Glyptocephalus zachirus,0.7
B18-10322,Upper Slope,34.3446,-120.3675,1,Fish,Sebastes diploproa,2
B18-10325,Upper Slope,34.26184,-119.80546,1,Fish,Merluccius productus,0.2
B18-10325,Upper Slope,34.26184,-119.80546,1,Fish,Xeneretmus latifrons,0.3
B18-10325,Upper Slope,34.26184,-119.80546,1,Fish,Bathyagonus pentacanthus,less than 0.1
B18-10325,Upper Slope,34.26184,-119.80546,1,Fish,Glyptocephalus zachirus,less than 0.1
B18-10325,Upper Slope,34.26184,-119.80546,1,Fish,Lycodes pacificus,0.4
B18-10325,Upper Slope,34.26184,-119.80546,1,Fish,Lyopsetta exilis,2.5
B18-10325,Upper Slope,34.26184,-119.80546,1,Fish,Lyconema barbatum,0.1
B18-10325,Upper Slope,34.26184,-119.80546,1,Fish,Chilara taylori,0.2
B18-10325,Upper Slope,34.26184,-119.80546,1,Fish,Microstomus pacificus,2.9
B18-10325,Upper Slope,34.26184,-119.80546,1,Fish,Stenobrachius leucopsarus,less than 0.1
B18-10325,Upper Slope,34.26184,-119.80546,1,Fish,Plectobranchus evides,less than 0.1
B18-10325,Upper Slope,34.26184,-119.80546,1,Fish,Eptatretus stoutii,0.2
B18-10325,Upper Slope,34.26184,-119.80546,1,Fish,Sebastes diploproa,1.2
B18-10325,Upper Slope,34.26184,-119.80546,1,Fish,Sebastes paucispinis,0.4
B18-10325,Upper Slope,34.26184,-119.80546,1,Fish,Sebastolobus alascanus,0.1
B18-10325,Upper Slope,34.26184,-119.80546,1,Fish,Anoplopoma fimbria,0.6
B18-10325,Upper Slope,34.26184,-119.80546,1,Fish,Sebastes saxicola,less than 0.1
B18-10327,Upper Slope,34.25798,-120.2615,2,Fish,Parmaturus xaniurus,0.6
B18-10327,Upper Slope,34.25798,-120.2615,2,Fish,Stenobrachius leucopsarus,less than 0.1
B18-10327,Upper Slope,34.25798,-120.2615,2,Fish,Leuroglossus stilbius,less than 0.1
B18-10327,Upper Slope,34.25798,-120.2615,2,Fish,Lyopsetta exilis,less than 0.1
B18-10327,Upper Slope,34.25798,-120.2615,2,Fish,Melanostigma pammelas,less than 0.1
B18-10328,Upper Slope,34.2521,-119.83736,1,Fish,Cataetyx rubrirostris,less than 0.1
B18-10328,Upper Slope,34.2521,-119.83736,1,Fish,Microstomus pacificus,1
B18-10328,Upper Slope,34.2521,-119.83736,1,Fish,Lyconema barbatum,less than 0.1
B18-10328,Upper Slope,34.2521,-119.83736,1,Fish,Stenobrachius leucopsarus,less than 0.1
B18-10328,Upper Slope,34.2521,-119.83736,1,Fish,Merluccius productus,0.2
B18-10328,Upper Slope,34.2521,-119.83736,1,Fish,Lycodes diapterus,less than 0.1
B18-10328,Upper Slope,34.2521,-119.83736,1,Fish,Sebastolobus alascanus,less than 0.1
B18-10328,Upper Slope,34.2521,-119.83736,1,Fish,Parmaturus xaniurus,less than 0.1
B18-10328,Upper Slope,34.2521,-119.83736,1,Fish,Lyopsetta exilis,0.8
B18-10329,Upper Slope,34.2118,-120.54269,NA,Fish,NA,NA
B18-10330,Upper Slope,34.19786,-120.36254,NA,Fish,NA,NA
B18-10332,Upper Slope,34.17079,-119.79362,1,Fish,Cataetyx rubrirostris,less than 0.1
B18-10332,Upper Slope,34.17079,-119.79362,1,Fish,Raja rhina,0.3
B18-10332,Upper Slope,34.17079,-119.79362,1,Fish,Sebastes diploproa,less than 0.1
B18-10332,Upper Slope,34.17079,-119.79362,1,Fish,Sebastolobus altivelis,0.1
B18-10332,Upper Slope,34.17079,-119.79362,1,Fish,Stenobrachius leucopsarus,less than 0.1
B18-10332,Upper Slope,34.17079,-119.79362,1,Fish,Microstomus pacificus,1.6
B18-10332,Upper Slope,34.17079,-119.79362,1,Fish,Careproctus melanurus,0.1
B18-10332,Upper Slope,34.17079,-119.79362,1,Fish,Eptatretus stoutii,less than 0.1
B18-10332,Upper Slope,34.17079,-119.79362,1,Fish,Lyopsetta exilis,2
B18-10332,Upper Slope,34.17079,-119.79362,1,Fish,Facciolella equatorialis,less than 0.1
B18-10333,Upper Slope,34.15832,-119.82782,1,Fish,Sebastolobus altivelis,0.3
B18-10333,Upper Slope,34.15832,-119.82782,1,Fish,Parmaturus xaniurus,0.4
B18-10333,Upper Slope,34.15832,-119.82782,1,Fish,Sebastolobus alascanus,0.2
B18-10333,Upper Slope,34.15832,-119.82782,1,Fish,Microstomus pacificus,4.7
B18-10333,Upper Slope,34.15832,-119.82782,1,Fish,Eptatretus stoutii,less than 0.1
B18-10333,Upper Slope,34.15832,-119.82782,1,Fish,Facciolella equatorialis,less than 0.1
B18-10333,Upper Slope,34.15832,-119.82782,1,Fish,Lyopsetta exilis,1.5
B18-10333,Upper Slope,34.15832,-119.82782,1,Fish,Anoplopoma fimbria,0.4
B18-10334,Upper Slope,34.14988,-120.12125,1,Fish,Nezumia stelgidolepis,0.2
B18-10334,Upper Slope,34.14988,-120.12125,1,Fish,Lyopsetta exilis,1
B18-10334,Upper Slope,34.14988,-120.12125,1,Fish,Parmaturus xaniurus,0.2
B18-10334,Upper Slope,34.14988,-120.12125,1,Fish,Raja rhina,0.2
B18-10334,Upper Slope,34.14988,-120.12125,1,Fish,Careproctus melanurus,0.1
B18-10334,Upper Slope,34.14988,-120.12125,1,Fish,Sebastolobus alascanus,less than 0.1
B18-10334,Upper Slope,34.14988,-120.12125,1,Fish,Anoplopoma fimbria,1.8
B18-10334,Upper Slope,34.14988,-120.12125,1,Fish,Facciolella equatorialis,less than 0.1
B18-10334,Upper Slope,34.14988,-120.12125,1,Fish,Microstomus pacificus,3.6
B18-10335,Upper Slope,34.14567,-119.76996,NA,Fish,NA,NA
B18-10336,Upper Slope,34.14399,-120.17798,NA,Fish,NA,NA
B18-10337,Upper Slope,34.12792,-119.3999,NA,Fish,NA,NA
B18-10338,Upper Slope,34.11827,-119.62886,1,Fish,Lycodes cortezianus,0.4
B18-10338,Upper Slope,34.11827,-119.62886,1,Fish,Lycodes pacificus,2.4
B18-10338,Upper Slope,34.11827,-119.62886,1,Fish,Hydrolagus colliei,0.4
B18-10338,Upper Slope,34.11827,-119.62886,1,Fish,Sebastes hopkinsi,less than 0.1
B18-10338,Upper Slope,34.11827,-119.62886,1,Fish,Sebastes saxicola,0.1
B18-10338,Upper Slope,34.11827,-119.62886,1,Fish,Bathyagonus pentacanthus,less than 0.1
B18-10338,Upper Slope,34.11827,-119.62886,1,Fish,Glyptocephalus zachirus,less than 0.1
B18-10338,Upper Slope,34.11827,-119.62886,1,Fish,Parophrys vetulus,4.2
B18-10338,Upper Slope,34.11827,-119.62886,1,Fish,Raja rhina,1.6
B18-10338,Upper Slope,34.11827,-119.62886,1,Fish,Merluccius productus,0.9
B18-10338,Upper Slope,34.11827,-119.62886,1,Fish,Citharichthys sordidus,less than 0.1
B18-10338,Upper Slope,34.11827,-119.62886,1,Fish,Parmaturus xaniurus,less than 0.1
B18-10338,Upper Slope,34.11827,-119.62886,1,Fish,Lyconema barbatum,0.2
B18-10338,Upper Slope,34.11827,-119.62886,1,Fish,Lyopsetta exilis,8.8
B18-10338,Upper Slope,34.11827,-119.62886,1,Fish,Stenobrachius leucopsarus,less than 0.1
B18-10338,Upper Slope,34.11827,-119.62886,1,Fish,Chilara taylori,less than 0.1
B18-10338,Upper Slope,34.11827,-119.62886,1,Fish,Xeneretmus latifrons,0.3
B18-10338,Upper Slope,34.11827,-119.62886,1,Fish,Sebastes semicinctus,0.1
B18-10338,Upper Slope,34.11827,-119.62886,1,Fish,Microstomus pacificus,3.9
B18-10339,Upper Slope,34.04155,-119.19747,1,Fish,Microstomus pacificus,9.8
B18-10339,Upper Slope,34.04155,-119.19747,1,Fish,Merluccius productus,0.2
B18-10339,Upper Slope,34.04155,-119.19747,1,Fish,Glyptocephalus zachirus,1.2
B18-10339,Upper Slope,34.04155,-119.19747,1,Fish,Nezumia stelgidolepis,0.3
B18-10339,Upper Slope,34.04155,-119.19747,1,Fish,Lyopsetta exilis,0.4
B18-10339,Upper Slope,34.04155,-119.19747,1,Fish,Facciolella equatorialis,0.5
B18-10339,Upper Slope,34.04155,-119.19747,1,Fish,Lyconema barbatum,0.2
B18-10339,Upper Slope,34.04155,-119.19747,1,Fish,Lycodapus mandibularis,less than 0.1
B18-10339,Upper Slope,34.04155,-119.19747,1,Fish,Sebastes jordani,0.1
B18-10339,Upper Slope,34.04155,-119.19747,1,Fish,Lycodes diapterus,0.9
B18-10339,Upper Slope,34.04155,-119.19747,1,Fish,Careproctus melanurus,0.1
B18-10339,Upper Slope,34.04155,-119.19747,1,Fish,Bathyagonus pentacanthus,less than 0.1
B18-10339,Upper Slope,34.04155,-119.19747,1,Fish,Parmaturus xaniurus,0.3
B18-10339,Upper Slope,34.04155,-119.19747,1,Fish,Lycodes cortezianus,0.2
B18-10339,Upper Slope,34.04155,-119.19747,1,Fish,Sebastolobus alascanus,0.2
B18-10339,Upper Slope,34.04155,-119.19747,1,Fish,Eptatretus stoutii,0.1
B18-10339,Upper Slope,34.04155,-119.19747,1,Fish,Sebastes semicinctus,less than 0.1
B18-10339,Upper Slope,34.04155,-119.19747,1,Fish,Sebastes diploproa,0.5
