"objectid","gdb_geomattr_data","shape","stationid","sampleid","sampledate","samplingorganization","trawlnumber","fishspecies","sizeclass","abundancequalifier","abundance","anomaly","comments","globalid","created_user","created_date","last_edited_user","last_edited_date","diversityindexexclude","stincludedinanalysis"
37081,NULL,NULL,"B18-10016","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralabrax clathratus",10,"None",5,"None","","{FC074822-0D8A-40E8-BA48-131494AFE502}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37082,NULL,NULL,"B18-10016","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralabrax clathratus",11,"None",3,"None","","{7E732F7E-635F-4C87-BEF8-1A8FF420D617}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37083,NULL,NULL,"B18-10016","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralabrax clathratus",13,"None",1,"None","","{612715DB-6E27-4E02-96D4-04857B8204EE}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37084,NULL,NULL,"B18-10016","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralichthys californicus",16,"None",1,"None","","{102ED84E-27F1-4C1C-92B3-333F145953EE}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37085,NULL,NULL,"B18-10016","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralichthys californicus",19,"None",1,"None","","{DCC950B0-CCD5-4C4E-981A-FE5A6B0F8843}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37086,NULL,NULL,"B18-10016","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Cymatogaster aggregata",6,"None",10,"None","","{AF3539CA-46EB-4C84-BE56-D7EC1D52C9E5}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37087,NULL,NULL,"B18-10016","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Cymatogaster aggregata",7,"None",16,"None","","{B277A501-4FBF-4EA9-AA0E-326C6AE0A1A2}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37088,NULL,NULL,"B18-10016","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Cymatogaster aggregata",8,"None",2,"None","","{8CFC4378-1A94-41FF-B6BA-B1AC60B1FB1F}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37061,NULL,NULL,"B18-10071","Oceanside","2018-07-11 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Anchoa compressa",10,"None",10,"None","","{948179EE-6349-4603-A624-829E2612F1F9}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","false"
37062,NULL,NULL,"B18-10071","Oceanside","2018-07-11 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Anchoa compressa",11,"None",18,"None","","{26B48C87-7204-42C5-A826-C88D06F52187}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","false"
37063,NULL,NULL,"B18-10071","Oceanside","2018-07-11 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Anchoa compressa",12,"None",13,"None","","{10E9B765-EBDC-496E-BAAF-7F6CA8F4915D}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","false"
37064,NULL,NULL,"B18-10071","Oceanside","2018-07-11 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Anchoa compressa",13,"None",1,"None","","{CF85DA94-EC01-4D79-8753-9A8DC0A97778}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","false"
37065,NULL,NULL,"B18-10071","Oceanside","2018-07-11 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Embiotoca jacksoni",9,"None",1,"None","","{635497D0-CE46-4F3B-AD44-CB4BC4E31A49}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","false"
37066,NULL,NULL,"B18-10071","Oceanside","2018-07-11 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Umbrina roncador",14,"None",1,"None","","{BF0BAEC5-5D49-431E-B2C9-96012CE997FB}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","false"
37111,NULL,NULL,"B18-10017","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Anchoa delicatissima",4,"None",3,"None","","{B960CB47-6190-472A-A81C-DAD8EFD846B2}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37112,NULL,NULL,"B18-10017","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Anchoa delicatissima",5,"None",64,"None","","{095F28FF-1744-4F75-A12C-1EB85CD71928}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37113,NULL,NULL,"B18-10017","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Anchoa delicatissima",6,"None",129,"None","","{7AB765A3-2081-4EF8-B056-3F22F5562B54}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37114,NULL,NULL,"B18-10017","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Anchoa delicatissima",7,"None",7,"None","","{2A6BC099-E0E0-44FD-9921-D4B249F22C01}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37115,NULL,NULL,"B18-10017","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Haemulon californiensis",10,"None",1,"None","","{CF20D84D-1948-4357-AA98-AD94EC2ABD58}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37116,NULL,NULL,"B18-10017","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Haemulon californiensis",12,"None",1,"None","","{38CB1B36-653C-4A17-84FC-43845412A42C}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37117,NULL,NULL,"B18-10017","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Atherinops affinis",10,"None",1,"None","","{BD730215-DD9A-4171-87EB-2FDFD58517A1}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37118,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Syngnathus sp",44,"None",1,"None","changed from kelp pipefish (Sygnathus californiensis) to Syngnathus sp at request of Dario due to lack of voucher specimen","{06DB561D-6052-4FE3-A571-88D1CF4545D1}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37119,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Heterodontus francisci",23,"None",1,"None","","{226B1A93-F105-42D0-9A48-E77BE73481C3}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37120,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Hippocampus ingens",22,"None",1,"None","","{DBFC0781-6E8E-423D-9296-0E2BB879454B}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37121,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Halichoeres semicinctus",15,"None",1,"None","","{490E3B24-5523-4E3D-961F-FFDFBC23BBB8}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37122,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Halichoeres semicinctus",19,"None",1,"None","","{3C26B78D-6389-4471-B4DB-E9F927544234}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37123,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Halichoeres semicinctus",22,"None",1,"None","","{89B104C5-0823-45E7-9EE8-A29711DDBDC7}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37124,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Halichoeres semicinctus",23,"None",1,"None","","{20518E91-066A-4AFE-90CE-41C45DA64D0E}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37125,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Pleuronichthys ritteri",11,"None",1,"None","","{16CCD8FC-AAC0-4E42-917C-FE99E61FEA74}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37126,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralabrax maculatofasciatus",15,"None",1,"None","","{EE6EF72F-3254-457F-A27F-91784B6A74F5}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37127,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralabrax maculatofasciatus",17,"None",1,"None","","{1237FC8E-3696-4454-80E7-0470C52D5E33}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37128,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralabrax maculatofasciatus",20,"None",6,"None","","{8D657862-E3DA-4075-922C-DEC5210AD758}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37129,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralabrax maculatofasciatus",21,"None",1,"None","","{658D9BD9-E11C-41E4-8B86-11E8B935761E}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37130,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralabrax maculatofasciatus",23,"None",1,"None","","{87B876D8-E355-4E04-9E76-5C64DBE8FFB4}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37131,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralabrax maculatofasciatus",24,"None",2,"None","","{75ADA5FB-BE8E-45F2-84D2-9FDBD326934A}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37132,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralabrax maculatofasciatus",31,"None",1,"None","","{9E9C7BFC-13D6-41ED-BE60-A2887A183620}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37133,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralabrax nebulifer",13,"None",1,"None","","{F3AEC7E5-B29A-448D-AEAA-21B7A8975644}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37134,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralabrax nebulifer",14,"None",1,"None","","{5357E7B3-45A6-43E6-AE8D-FD63AD11575B}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37135,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralabrax nebulifer",15,"None",1,"None","","{0D72C099-E06A-4A97-9251-ED566340AC4A}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37136,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralabrax nebulifer",16,"None",1,"None","","{D71E93D5-8140-46D7-9BBE-14A731D34111}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37137,NULL,NULL,"B18-10019","Mission Bay","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Urobatis halleri",34,"None",1,"None","Disc width = 20","{FAA8504B-95A5-4DD5-92F7-C843E7CE1B06}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37138,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralichthys californicus",6,"None",1,"None","","{F086A2D6-5E3D-4472-A3C4-4624D4831E7C}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37139,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralichthys californicus",7,"None",1,"None","","{127817E6-CA0E-4E0E-B47C-29F9DD198080}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37140,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralichthys californicus",10,"None",1,"None","","{A04796C3-1B1A-4197-AC4A-A865608E306E}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37141,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralichthys californicus",16,"None",1,"None","","{3D62B866-5C96-4EDC-966D-BBD2EE0C7236}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37142,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralichthys californicus",17,"None",1,"None","","{51BB17E7-A861-400D-811F-3D2F5B799113}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37143,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralichthys californicus",19,"None",1,"None","","{C9BFC985-91B8-4104-AD33-393FEE502697}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37144,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralichthys californicus",26,"None",1,"None","","{D4DFA02F-5932-4239-9FEA-95E8AA5F6D3B}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37145,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralichthys californicus",28,"None",1,"None","","{FD3F0631-7744-40C7-AAB6-78205AE9F33A}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37146,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralichthys californicus",35,"None",1,"None","","{92BB63CA-D94E-40C1-B7BF-2E33D72C71DC}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37147,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralabrax maculatofasciatus",15,"None",1,"None","","{E8217CAF-8A32-48A9-8B11-9DC49BBE5756}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37148,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralabrax maculatofasciatus",16,"None",1,"None","","{222F6F82-F067-411F-9918-4A0BF4A6F215}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37149,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralabrax maculatofasciatus",19,"None",2,"None","","{A29E54C9-48DF-4AE4-A375-A3FACBC41CF9}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37150,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralabrax maculatofasciatus",23,"None",1,"None","","{9DEA9BDE-0934-4653-BEEA-F931FF1CD39E}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37151,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralabrax maculatofasciatus",30,"None",1,"None","","{9DE54F77-CAF1-4C6D-ACB7-3208B166A59B}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37152,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Porichthys myriaster",19,"None",1,"None","","{83A4347A-F672-45EF-A364-0B76037A13E8}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37153,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Synodus lucioceps",22,"None",1,"None","","{20A62F51-AEDF-4653-BBB6-D620EA50165D}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37154,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Seriphus politus",12,"None",1,"None","","{01191076-1B8A-4903-9314-B40D8BD3B3B9}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37155,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Seriphus politus",13,"None",1,"None","","{6199DAB4-1591-4A34-BCDA-49D98E4ED9A6}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37156,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Seriphus politus",15,"None",4,"None","","{50C1E7D9-C33A-4D78-8778-4CFA31715BCA}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37157,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Seriphus politus",16,"None",10,"None","","{10DEDC99-1259-435B-B202-A90BA8075B69}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37158,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Seriphus politus",17,"None",22,"None","","{2D2921A5-7099-416A-8962-C594ADD4728A}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37159,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Seriphus politus",18,"None",14,"None","","{84E2E0DE-14E2-481F-8A8E-79F37DAD20A5}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37160,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Seriphus politus",19,"None",8,"None","","{66B67E30-1843-44C4-9836-4E85B9316698}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37161,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Seriphus politus",20,"None",1,"None","","{482064D2-AEDC-462B-8AE6-D058ABE4BE61}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37162,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Seriphus politus",21,"None",1,"None","","{EE79A6B2-3EBE-478C-83A1-BCA93A02F15A}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37163,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Anchoa delicatissima",6,"None",35,"None","","{C3084189-33CB-4F03-A31B-E7E07C4BCEF4}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37164,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Anchoa delicatissima",7,"None",3,"None","","{AF68BEF1-0A7B-4A43-BC8B-9DE04FA422D8}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37165,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Engraulis mordax",3,"None",3,"None","","{DA0F62C2-EFDE-4DBE-92FD-3F05ACA6C39E}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37166,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Engraulis mordax",4,"None",75,"None","","{38F3B9C3-909A-4334-BBEA-0CA732E5B694}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37167,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Engraulis mordax",5,"None",69,"None","","{B46445B1-A349-4E4A-8DFB-F94A34EC04F7}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37168,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Engraulis mordax",6,"None",137,"None","","{9D0AB059-F3BB-4126-A1B6-B9495D2BFCC1}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37169,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Engraulis mordax",7,"None",48,"None","","{AD64B90C-ADC5-47A6-903B-9314320FB03B}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37170,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Engraulis mordax",8,"None",40,"None","","{2F7B0A54-1CC0-4E64-9D39-60DDA80E4261}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37171,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Engraulis mordax",-88,"Aliquot",4045,"None","","{EE262095-355A-4848-8C37-F8C6F602F571}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37172,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Urobatis halleri",16,"None",1,"None","","{4A8CCB57-F0E7-4F50-8537-5E079776F5BD}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37173,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Urobatis halleri",19,"None",1,"None","","{7BE93442-DF36-4850-8181-DC0CD7CCF367}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37174,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Urobatis halleri",20,"None",3,"None","One disc width = 12; others not provided","{B89D7ABF-35F0-44F2-863F-E476F020F1D9}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37175,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Urobatis halleri",21,"None",2,"None","","{33B8886B-09C8-4BE4-93C2-B0C629CC7FC6}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37176,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Urobatis halleri",22,"None",4,"None","One disc width = 12; others not provided","{3FFB37F2-EDBC-41D2-B222-F123FA4456B3}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37177,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Urobatis halleri",23,"None",2,"None","","{6F502F98-1CAE-4E62-AC5A-99DE4755101A}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37178,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Urobatis halleri",24,"None",4,"None","","{0CAA2C50-01DE-4CC1-99B0-6D3918DC8846}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37179,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Urobatis halleri",25,"None",3,"None","One disc width = 13.5; others not provided","{A4F4D207-E02C-4FBF-B3F4-CF8D7CFF9827}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37180,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Urobatis halleri",26,"None",1,"None","","{E7270A03-E8A3-4256-9CCA-326511A50A05}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37181,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Urobatis halleri",27,"None",3,"None","","{10E4A3AF-A417-4473-A320-733B479E236D}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37182,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Urobatis halleri",28,"None",1,"None","Disc width = 15","{554BD7AA-28A1-4C8C-B182-95B6F9A59A9D}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37183,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Urobatis halleri",29,"None",2,"None","One disc width = 17; others not provided","{3FB3F8B1-5719-4592-9FC2-B4CC6BD921B5}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37184,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Urobatis halleri",36,"None",1,"None","","{A869042A-FEB9-43A3-94BF-F79273EF44C9}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37185,NULL,NULL,"B18-10022","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Urobatis halleri",38,"None",1,"None","","{685B672B-1033-45E8-944B-992029EAC791}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37186,NULL,NULL,"B18-10023","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralichthys californicus",13,"None",1,"None","","{32FAD22A-8D45-49D0-8F22-396A886479BB}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
37187,NULL,NULL,"B18-10023","SD Bay","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD",1,"Paralichthys californicus",15,"None",1,"None","","{0F45FB2F-6DE6-45FE-94E5-8D7BF8BF76CB}","checker","2019-03-08 12:56:18","checker","2019-03-08 12:56:18","No","true"
